Année;Cote_A;Cote_null;Cote_B;Nb_BM;Equipe_A;Equipe_B;Score_A;Score_B
2018-2019;3.60;3.33;2.14;10;Dijon;Monaco;2;0
2018-2019;2.65;2.96;3.00;10;Guingamp;Reims;0;1
2018-2019;2.43;3.09;3.21;10;Nice;Nimes;2;0
2018-2019;2.26;3.13;3.53;10;Strasbourg;Bordeaux;1;0
2018-2019;2.33;3.22;3.27;10;Marseille;Lille;1;2
2018-2019;2.25;3.12;3.52;10;Nimes;Angers;3;1
2018-2019;3.56;3.53;2.07;10;St Etienne;Lyon;1;2
2018-2019;1.72;3.57;5.35;10;Bordeaux;Dijon;1;0
2018-2019;2.45;3.00;3.28;10;Angers;Nantes;1;0
2018-2019;4.96;3.67;1.75;10;Caen;Marseille;0;1
2018-2019;2.08;3.27;3.85;10;Rennes;Montpellier;0;0
2018-2019;1.87;3.39;4.62;10;Monaco;Strasbourg;1;5
2018-2019;2.04;3.46;3.73;10;Nimes;Toulouse;0;1
2018-2019;2.19;3.03;3.81;10;Reims;Nice;1;1
2018-2019;1.07;12.08;30.21;10;Paris SG;Guingamp;9;0
2018-2019;1.66;3.64;5.91;10;Lille;Amiens;2;1
2018-2019;2.46;3.45;2.86;10;St Etienne;Marseille;2;1
2018-2019;2.84;3.15;2.65;10;Guingamp;Rennes;2;1
2018-2019;2.21;3.19;3.55;10;Monaco;Nice;1;1
2018-2019;2.27;3.23;3.35;10;Nimes;Nantes;1;0
2018-2019;5.12;3.95;1.67;10;Toulouse;Lyon;2;2
2018-2019;2.56;3.05;3.05;10;Angers;Bordeaux;1;2
2018-2019;1.78;3.90;4.37;10;Marseille;Monaco;1;1
2018-2019;3.32;3.19;2.32;10;Dijon;Montpellier;1;1
2018-2019;2.30;3.13;3.44;10;Toulouse;Strasbourg;1;2
2018-2019;2.74;3.11;2.76;10;Nantes;Rennes;0;1
2018-2019;2.70;3.21;2.75;10;Guingamp;St Etienne;0;1
2018-2019;2.71;3.05;2.89;10;Nice;Bordeaux;1;0
2018-2019;13.56;6.78;1.21;10;Amiens;Paris SG;0;3
2018-2019;1.44;4.45;7.65;10;Lyon;Reims;1;1
2018-2019;3.63;3.17;2.20;10;Caen;Lille;1;3
2018-2019;3.09;2.96;2.60;10;Amiens;Angers;0;0
2018-2019;2.39;3.04;3.34;10;Nantes;Montpellier;2;0
2018-2019;1.76;3.34;5.69;10;Bordeaux;Amiens;1;1
2018-2019;3.85;3.47;2.00;10;Angers;Marseille;1;1
2018-2019;1.65;3.93;5.37;10;Lille;Toulouse;1;2
2018-2019;2.10;3.26;3.77;10;Monaco;Guingamp;0;2
2018-2019;3.73;3.30;2.09;10;Montpellier;Lyon;1;1
2018-2019;1.13;8.97;18.42;10;Paris SG;Nantes;1;0
2018-2019;1.72;3.39;5.88;10;Reims;Caen;2;2
2018-2019;1.74;3.64;4.99;10;Rennes;Nimes;4;0
2018-2019;1.56;4.20;5.93;10;St Etienne;Dijon;3;0
2018-2019;2.24;3.15;3.54;10;Strasbourg;Nice;2;0
2018-2019;2.58;3.07;3.03;10;Caen;Toulouse;2;1
2018-2019;1.36;5.18;8.47;10;Lyon;Monaco;3;0
2018-2019;2.19;3.19;3.62;10;Nice;St Etienne;1;1
2018-2019;2.53;3.25;2.90;10;Nimes;Lille;2;3
2018-2019;2.17;3.06;3.86;10;Reims;Strasbourg;2;1
2018-2019;1.99;3.14;4.37;10;Lille;Reims;1;1
2018-2019;1.82;3.40;4.93;10;Strasbourg;Caen;2;2
2018-2019;1.99;3.14;4.38;10;Guingamp;Amiens;1;2
2018-2019;1.58;3.97;6.14;10;Rennes;Dijon;2;0
2018-2019;6.57;4.57;1.48;10;Strasbourg;Paris SG;1;1
2018-2019;2.70;3.14;2.80;10;Bordeaux;St Etienne;3;2
2018-2019;2.84;3.10;2.69;10;Caen;Nimes;1;2
2018-2019;2.43;3.10;3.20;10;Dijon;Guingamp;2;1
2018-2019;1.47;4.47;6.78;10;Lyon;Rennes;0;2
2018-2019;2.90;3.30;2.51;10;Nantes;Marseille;3;2
2018-2019;1.79;3.48;4.99;10;Reims;Toulouse;0;1
2018-2019;2.19;3.20;3.59;10;Montpellier;Lille;0;1
2018-2019;2.87;3.21;2.58;10;Amiens;Monaco;0;2
2018-2019;2.01;3.15;4.29;10;Nice;Angers;0;0
2018-2019;10.00;5.62;1.30;10;Bordeaux;Paris SG;2;2
2018-2019;1.51;4.05;7.21;10;Marseille;Reims;0;0
2018-2019;1.70;3.74;5.19;10;Rennes;Strasbourg;1;4
2018-2019;1.98;3.45;3.97;10;Toulouse;Dijon;2;2
2018-2019;1.87;3.30;4.78;10;Angers;Caen;1;1
2018-2019;3.06;3.16;2.50;10;Guingamp;Nice;0;0
2018-2019;2.66;3.21;2.79;10;Monaco;Montpellier;1;2
2018-2019;1.81;3.50;4.86;10;Nimes;Amiens;3;0
2018-2019;3.06;3.39;2.37;10;Lille;Lyon;2;2
2018-2019;2.00;3.38;4.03;10;St Etienne;Nantes;3;0
2018-2019;4.73;3.47;1.82;10;Amiens;Marseille;1;3
2018-2019;2.37;3.09;3.33;10;Nice;Lille;2;0
2018-2019;2.39;3.00;3.37;10;Montpellier;Rennes;2;2
2018-2019;2.98;3.19;2.50;10;Caen;Monaco;0;1
2018-2019;3.02;3.20;2.50;10;Dijon;Bordeaux;0;0
2018-2019;2.14;3.15;3.79;10;Nantes;Angers;1;1
2018-2019;1.98;3.12;4.41;10;Reims;Guingamp;2;1
2018-2019;2.19;3.26;3.50;10;Strasbourg;Nimes;0;1
2018-2019;1.12;9.14;21.02;10;Paris SG;Toulouse;1;0
2018-2019;1.60;4.04;5.67;10;Lyon;St Etienne;1;0
2018-2019;14.15;8.17;1.18;10;Monaco;Paris SG;0;4
2018-2019;1.32;5.47;9.49;10;Marseille;Dijon;2;0
2018-2019;2.26;3.19;3.44;10;Rennes;Nantes;1;1
2018-2019;1.68;3.74;5.38;10;Bordeaux;Caen;0;0
2018-2019;2.79;3.04;2.78;10;Angers;Montpellier;1;0
2018-2019;2.39;3.30;3.06;10;Nimes;Nice;0;1
2018-2019;1.85;3.48;4.56;10;St Etienne;Reims;2;0
2018-2019;2.28;3.10;3.51;10;Toulouse;Amiens;0;1
2018-2019;4.87;3.83;1.73;10;Guingamp;Lyon;2;4
2018-2019;1.74;3.63;5.14;10;Lille;Strasbourg;0;0
2018-2019;3.09;3.26;2.40;10;Montpellier;Marseille;3;0
2018-2019;1.83;3.45;4.67;10;St Etienne;Angers;4;3
2018-2019;1.75;3.45;5.48;10;Nantes;Guingamp;5;0
2018-2019;3.60;3.25;2.16;10;Caen;Rennes;1;2
2018-2019;2.47;3.37;2.89;10;Dijon;Nimes;0;4
2018-2019;1.75;3.45;5.43;10;Nice;Amiens;1;0
2018-2019;2.49;3.33;2.93;10;Reims;Monaco;1;0
2018-2019;1.94;3.52;4.02;10;Strasbourg;Toulouse;1;1
2018-2019;1.44;4.59;7.40;10;Lyon;Bordeaux;1;1
2018-2019;1.18;7.68;13.98;10;Paris SG;Lille;2;1
2018-2019;5.27;4.30;1.60;10;Marseille;Paris SG;0;2
2018-2019;2.32;3.25;3.28;10;Bordeaux;Nice;0;1
2018-2019;1.79;3.42;5.16;10;Rennes;Reims;0;2
2018-2019;2.95;3.11;2.58;10;Amiens;Nantes;1;2
2018-2019;2.52;3.18;2.98;10;Guingamp;Strasbourg;1;1
2018-2019;1.62;3.70;6.21;10;Lille;Caen;1;0
2018-2019;1.65;4.07;5.13;10;Monaco;Dijon;2;2
2018-2019;3.17;3.10;2.45;10;Toulouse;Montpellier;0;3
2018-2019;3.80;3.49;2.01;10;Angers;Lyon;1;2
2018-2019;2.73;3.28;2.67;10;Nimes;St Etienne;1;1
2018-2019;3.03;3.49;2.33;10;Nice;Marseille;0;1
2018-2019;2.32;3.23;3.27;10;St Etienne;Rennes;1;1
2018-2019;2.05;3.16;4.16;10;Montpellier;Bordeaux;2;0
2018-2019;2.25;3.21;3.46;10;Caen;Guingamp;0;0
2018-2019;3.51;3.56;2.08;10;Dijon;Lille;1;2
2018-2019;1.99;3.37;4.04;10;Nantes;Toulouse;4;0
2018-2019;2.28;3.06;3.56;10;Reims;Angers;1;1
2018-2019;2.49;3.47;2.83;10;Strasbourg;Monaco;2;1
2018-2019;1.09;11.01;24.18;10;Paris SG;Amiens;5;0
2018-2019;1.31;5.79;9.06;10;Lyon;Nimes;2;0
2018-2019;1.28;6.20;9.56;10;Paris SG;Lyon;5;0
2018-2019;1.36;5.09;8.48;10;Marseille;Caen;2;0
2018-2019;2.11;3.46;3.54;10;Monaco;Rennes;1;2
2018-2019;2.40;3.16;3.21;10;Bordeaux;Nantes;3;0
2018-2019;2.29;3.28;3.30;10;Amiens;Dijon;1;0
2018-2019;2.24;3.21;3.47;10;Angers;Strasbourg;2;2
2018-2019;2.96;3.00;2.66;10;Guingamp;Montpellier;1;1
2018-2019;2.61;3.21;2.85;10;Nimes;Reims;0;0
2018-2019;2.05;3.48;3.69;10;Lille;St Etienne;3;1
2018-2019;2.30;3.32;3.24;10;Toulouse;Nice;1;1
2018-2019;2.96;3.42;2.41;10;Lille;Marseille;3;0
2018-2019;1.99;3.24;4.23;10;Montpellier;Nimes;3;0
2018-2019;1.83;3.60;4.54;10;Rennes;Toulouse;1;1
2018-2019;2.04;3.24;4.04;10;Angers;Guingamp;0;1
2018-2019;2.26;3.13;3.52;10;Caen;Amiens;1;0
2018-2019;1.30;5.70;9.87;10;Lyon;Nantes;1;1
2018-2019;2.25;3.14;3.54;10;Reims;Bordeaux;0;0
2018-2019;1.87;3.67;4.21;10;Strasbourg;Dijon;3;0
2018-2019;8.75;5.72;1.31;10;Nice;Paris SG;0;3
2018-2019;1.95;3.71;3.87;10;St Etienne;Monaco;2;0
2018-2019;1.13;9.05;18.87;10;Paris SG;Reims;4;1
2018-2019;3.36;3.14;2.32;10;Amiens;Rennes;2;1
2018-2019;2.63;3.15;2.88;10;Bordeaux;Lille;1;0
2018-2019;3.07;2.94;2.63;10;Caen;Montpellier;2;2
2018-2019;5.34;4.24;1.61;10;Dijon;Lyon;0;3
2018-2019;1.43;4.61;7.61;10;Marseille;Strasbourg;3;2
2018-2019;2.03;3.43;3.81;10;Nimes;Guingamp;0;0
2018-2019;2.30;3.28;3.29;10;Toulouse;St Etienne;2;3
2018-2019;1.69;3.76;5.34;10;Monaco;Angers;0;1
2018-2019;2.16;3.29;3.60;10;Nantes;Nice;1;2
2018-2019;1.88;3.82;3.98;10;Lyon;Marseille;4;2
2018-2019;2.65;3.20;2.82;10;Guingamp;Bordeaux;1;3
2018-2019;8.62;5.62;1.33;10;Rennes;Paris SG;1;3
2018-2019;2.29;3.31;3.27;10;Angers;Toulouse;0;0
2018-2019;2.42;3.04;3.30;10;Montpellier;Nice;1;0
2018-2019;2.03;3.45;3.81;10;Reims;Dijon;0;0
2018-2019;1.60;3.79;6.39;10;St Etienne;Caen;2;1
2018-2019;1.87;3.29;4.82;10;Strasbourg;Amiens;3;1
2018-2019;1.94;3.43;4.23;10;Lille;Nantes;2;1
2018-2019;2.06;3.45;3.72;10;Monaco;Nimes;1;1
2018-2019;1.27;6.08;10.60;10;Marseille;Guingamp;4;0
2018-2019;1.80;3.57;4.82;10;Bordeaux;Nimes;3;3
2018-2019;2.08;3.25;3.88;10;Nantes;Reims;0;0
2018-2019;3.26;3.20;2.35;10;Amiens;Lille;2;3
2018-2019;2.36;3.32;3.13;10;Dijon;Angers;1;3
2018-2019;2.01;3.26;4.16;10;Montpellier;Strasbourg;1;1
2018-2019;2.47;3.35;2.94;10;Toulouse;Monaco;1;1
2018-2019;6.30;4.20;1.54;10;Caen;Lyon;2;2
2018-2019;1.24;6.36;11.67;10;Paris SG;St Etienne;4;0
2018-2019;2.64;3.19;2.83;10;Nice;Rennes;2;1
2018-2019;2.93;3.61;2.37;10;Monaco;Marseille;2;3
2018-2019;2.11;3.23;3.82;10;Rennes;Bordeaux;2;0
2018-2019;1.64;3.60;6.32;10;St Etienne;Amiens;0;0
2018-2019;2.17;3.40;3.45;10;Guingamp;Toulouse;1;2
2018-2019;2.93;3.00;2.69;10;Reims;Montpellier;0;1
2018-2019;2.07;3.30;3.86;10;Strasbourg;Nantes;2;3
2018-2019;2.74;3.25;2.70;10;Angers;Lille;1;0
2018-2019;1.86;3.44;4.56;10;Dijon;Caen;0;2
2018-2019;12.28;6.89;1.22;10;Nimes;Paris SG;2;4
2018-2019;1.42;4.83;7.50;10;Lyon;Nice;0;1
2018-2019;1.48;4.43;6.90;10;Marseille;Rennes;2;2
2018-2019;2.84;3.35;2.53;10;Bordeaux;Monaco;2;1
2018-2019;1.95;3.55;4.01;10;Lille;Guingamp;3;0
2018-2019;2.87;3.08;2.68;10;Amiens;Reims;4;1
2018-2019;2.33;3.13;3.37;10;Montpellier;St Etienne;0;0
2018-2019;2.10;3.09;4.10;10;Nantes;Caen;1;1
2018-2019;1.97;3.36;4.13;10;Nice;Dijon;0;4
2018-2019;2.51;3.36;2.88;10;Toulouse;Nimes;1;0
2018-2019;1.10;10.71;24.75;10;Paris SG;Angers;3;1
2018-2019;1.38;4.94;8.49;10;Lyon;Strasbourg;2;0
2018-2019;4.79;3.98;1.71;10;Nimes;Marseille;3;1
2018-2019;2.48;3.11;3.12;10;Toulouse;Bordeaux;2;1
2018-2019;2.72;3.15;2.76;10;Strasbourg;St Etienne;1;1
2018-2019;3.19;3.06;2.47;10;Amiens;Montpellier;1;2
2018-2019;2.83;3.11;2.71;10;Caen;Nice;1;1
2018-2019;2.61;3.34;2.75;10;Dijon;Nantes;2;0
2018-2019;1.65;3.99;5.25;10;Monaco;Lille;0;0
2018-2019;1.89;3.38;4.51;10;Rennes;Angers;1;0
2018-2019;11.40;6.39;1.25;10;Guingamp;Paris SG;1;3
2018-2019;5.04;4.03;1.67;10;Reims;Lyon;1;0
2018-2019;1.09;11.14;27.76;10;Paris SG;Caen;3;0
2018-2019;1.92;3.36;4.41;10;Bordeaux;Strasbourg;0;2
2018-2019;1.24;6.20;12.66;10;Lyon;Amiens;2;0
2018-2019;2.29;3.19;3.38;10;Angers;Nimes;3;4
2018-2019;2.71;3.19;2.74;10;Lille;Rennes;3;1
2018-2019;1.73;3.56;5.25;10;Montpellier;Dijon;1;2
2018-2019;1.86;3.40;4.67;10;Nice;Reims;0;1
2018-2019;1.79;3.54;4.92;10;St Etienne;Guingamp;2;1
2018-2019;2.57;3.26;2.85;10;Nantes;Monaco;1;3
2018-2019;1.45;4.43;7.51;10;Marseille;Toulouse;4;0
2017-2018;1.72;3.61;5.05;10;Toulouse;AC Ajaccio;1;0
2017-2018;3.65;3.12;2.16;10;AC Ajaccio;Toulouse;0;3
2017-2018;2.26;3.04;3.44;10;AC Ajaccio;Le Havre;3;2
2017-2018;4.01;3.54;1.94;10;Caen;Paris SG;0;0
2017-2018;2.30;3.59;3.00;10;Dijon;Angers;2;1
2017-2018;1.46;4.96;6.38;10;Lyon;Nice;3;2
2017-2018;1.22;7.22;11.76;10;Marseille;Amiens;2;1
2017-2018;7.71;5.12;1.38;10;Metz;Bordeaux;0;4
2017-2018;1.78;3.75;4.60;10;Nantes;Strasbourg;1;0
2017-2018;1.90;3.44;4.37;10;Rennes;Montpellier;1;1
2017-2018;1.58;4.25;5.60;10;St Etienne;Lille;5;0
2017-2018;1.63;4.22;5.10;10;Toulouse;Guingamp;2;1
2017-2018;4.71;3.89;1.72;10;Troyes;Monaco;0;3
2017-2018;1.98;3.33;3.80;10;Le Havre;Brest;2;0
2017-2018;1.72;3.94;4.69;10;Amiens;Metz;2;0
2017-2018;2.32;3.24;3.24;10;Angers;Nantes;0;2
2017-2018;1.78;3.65;4.74;10;Bordeaux;Toulouse;4;2
2017-2018;1.47;4.51;6.88;10;Lille;Dijon;2;1
2017-2018;1.70;3.97;4.88;10;Monaco;St Etienne;1;0
2017-2018;1.71;3.80;5.12;10;Montpellier;Troyes;1;1
2017-2018;1.57;3.99;6.17;10;Nice;Caen;4;1
2017-2018;1.31;5.88;8.98;10;Paris SG;Rennes;0;2
2017-2018;5.48;4.54;1.56;10;Strasbourg;Lyon;3;2
2017-2018;4.95;4.23;1.65;10;Guingamp;Marseille;3;3
2017-2018;1.80;3.79;4.36;10;Marseille;Nice;2;1
2017-2018;3.12;3.31;2.35;10;Caen;Monaco;1;2
2017-2018;2.74;3.41;2.56;10;Dijon;Guingamp;3;1
2017-2018;2.80;3.32;2.54;10;Metz;Angers;1;2
2017-2018;2.13;3.25;3.69;10;Nantes;Montpellier;0;2
2017-2018;1.88;3.56;4.26;10;Rennes;Strasbourg;2;1
2017-2018;2.32;3.20;3.29;10;Toulouse;Lille;2;3
2017-2018;1.16;8.35;15.69;10;Lyon;Troyes;3;0
2017-2018;2.02;3.34;3.99;10;St Etienne;Bordeaux;1;3
2017-2018;9.86;5.98;1.28;10;Amiens;Paris SG;2;2
2017-2018;1.10;10.41;22.63;10;Paris SG;Guingamp;2;2
2017-2018;4.59;3.73;1.78;10;Angers;Marseille;1;1
2017-2018;1.91;3.41;4.32;10;Rennes;Toulouse;2;1
2017-2018;1.53;4.20;6.51;10;Bordeaux;Dijon;3;1
2017-2018;1.89;3.55;4.22;10;Lille;Metz;3;1
2017-2018;1.22;6.56;13.55;10;Monaco;Amiens;0;0
2017-2018;3.26;3.22;2.33;10;Strasbourg;Nice;1;1
2017-2018;2.37;3.13;3.29;10;Troyes;Caen;3;1
2017-2018;1.28;5.88;10.25;10;Lyon;Nantes;2;0
2017-2018;2.49;3.17;3.06;10;Montpellier;St Etienne;0;1
2017-2018;2.89;2.78;2.93;10;Caen;Toulouse;0;0
2017-2018;6.49;4.58;1.48;10;Bordeaux;Paris SG;0;1
2017-2018;1.51;4.11;7.13;10;St Etienne;Troyes;2;1
2017-2018;2.00;3.27;4.21;10;Nice;Montpellier;1;0
2017-2018;2.62;3.10;2.95;10;Amiens;Strasbourg;3;1
2017-2018;2.29;3.11;3.48;10;Toulouse;Angers;2;0
2017-2018;4.44;3.91;1.77;10;Guingamp;Monaco;3;1
2017-2018;2.35;3.26;3.19;10;Metz;Caen;1;1
2017-2018;1.34;5.23;9.21;10;Marseille;Lille;5;1
2017-2018;7.93;5.02;1.39;10;Dijon;Lyon;2;5
2017-2018;2.30;3.12;3.45;10;Nantes;Rennes;1;1
2017-2018;1.29;6.16;9.22;10;Paris SG;Monaco;7;1
2017-2018;6.48;4.29;1.51;10;Troyes;Marseille;2;3
2017-2018;2.16;3.09;3.86;10;Montpellier;Bordeaux;1;3
2017-2018;2.32;3.25;3.24;10;Lille;Guingamp;2;2
2017-2018;1.55;4.03;6.55;10;Nantes;Dijon;1;1
2017-2018;1.42;4.67;7.79;10;Rennes;Metz;1;2
2017-2018;3.09;3.29;2.39;10;Strasbourg;St Etienne;0;1
2017-2018;1.21;6.68;14.52;10;Lyon;Amiens;3;0
2017-2018;2.54;3.21;2.92;10;Angers;Nice;1;1
2017-2018;1.82;3.52;4.67;10;Marseille;Montpellier;0;0
2017-2018;6.21;4.52;1.50;10;Metz;Lyon;0;5
2017-2018;1.86;3.56;4.37;10;Nice;Rennes;1;1
2017-2018;2.47;2.99;3.27;10;Amiens;Caen;3;0
2017-2018;1.86;3.42;4.61;10;Angers;Strasbourg;1;1
2017-2018;1.69;3.62;5.56;10;Bordeaux;Lille;2;1
2017-2018;1.88;3.46;4.45;10;Guingamp;Troyes;4;0
2017-2018;1.97;3.43;4.04;10;Toulouse;Dijon;0;1
2017-2018;1.61;3.92;5.79;10;Monaco;Nantes;2;1
2017-2018;7.63;5.15;1.39;10;St Etienne;Paris SG;1;1
2017-2018;3.49;3.45;2.12;10;Rennes;Monaco;1;1
2017-2018;1.39;4.80;8.31;10;Lyon;Toulouse;2;0
2017-2018;3.25;3.01;2.47;10;Caen;Montpellier;1;3
2017-2018;2.09;3.16;3.99;10;Lille;Amiens;0;1
2017-2018;2.23;3.12;3.62;10;Nantes;St Etienne;0;3
2017-2018;1.86;3.65;4.26;10;Strasbourg;Metz;2;2
2017-2018;3.77;3.33;2.09;10;Troyes;Nice;0;2
2017-2018;3.06;3.09;2.53;10;Guingamp;Bordeaux;2;1
2017-2018;4.81;3.89;1.72;10;Dijon;Marseille;1;3
2017-2018;1.93;3.60;4.04;10;Marseille;Lyon;2;3
2017-2018;1.75;3.57;5.13;10;St Etienne;Guingamp;2;0
2017-2018;3.66;3.30;2.12;10;Metz;Nantes;1;1
2017-2018;9.05;5.61;1.32;10;Nice;Paris SG;1;2
2017-2018;2.27;3.11;3.53;10;Amiens;Troyes;1;1
2017-2018;1.97;3.23;4.42;10;Angers;Caen;3;0
2017-2018;1.69;3.68;5.53;10;Montpellier;Dijon;2;2
2017-2018;1.98;3.32;4.18;10;Toulouse;Strasbourg;2;2
2017-2018;2.08;3.22;3.93;10;Bordeaux;Rennes;0;2
2017-2018;1.30;5.55;10.37;10;Monaco;Lille;2;1
2017-2018;1.08;12.21;27.56;10;Paris SG;Angers;2;1
2017-2018;4.52;3.49;1.85;10;Toulouse;Marseille;1;2
2017-2018;1.38;4.88;8.58;10;Lyon;Caen;1;0
2017-2018;2.77;3.15;2.72;10;Guingamp;Nice;2;5
2017-2018;1.88;3.27;4.82;10;Bordeaux;Angers;0;0
2017-2018;3.12;3.02;2.53;10;Lille;Montpellier;1;1
2017-2018;1.58;3.72;7.04;10;Nantes;Troyes;1;0
2017-2018;2.02;3.33;4.00;10;Dijon;Amiens;1;1
2017-2018;2.14;3.20;3.73;10;Rennes;St Etienne;1;1
2017-2018;1.08;12.96;26.50;10;Paris SG;Metz;5;0
2017-2018;5.05;3.75;1.72;10;Strasbourg;Monaco;1;3
2017-2018;1.50;4.14;7.23;10;Marseille;Nantes;1;1
2017-2018;2.93;3.18;2.60;10;Montpellier;Lyon;1;1
2017-2018;2.15;3.21;3.72;10;Caen;Strasbourg;2;0
2017-2018;3.33;3.10;2.36;10;Amiens;Rennes;0;2
2017-2018;1.99;3.27;4.25;10;Angers;Guingamp;3;0
2017-2018;2.71;3.15;2.78;10;Metz;Toulouse;1;1
2017-2018;1.68;3.71;5.51;10;St Etienne;Dijon;2;2
2017-2018;9.25;5.29;1.33;10;Troyes;Paris SG;0;2
2017-2018;1.66;3.82;5.57;10;Monaco;Bordeaux;2;1
2017-2018;1.75;3.50;5.27;10;Nice;Lille;2;1
2017-2018;1.25;6.47;10.57;10;Paris SG;Marseille;3;0
2017-2018;1.58;4.07;5.98;10;Lyon;St Etienne;1;1
2017-2018;1.99;3.24;4.26;10;Bordeaux;Nice;0;0
2017-2018;2.32;3.26;3.24;10;Dijon;Caen;2;0
2017-2018;1.98;3.42;4.02;10;Guingamp;Metz;2;2
2017-2018;2.42;3.07;3.26;10;Lille;Angers;1;2
2017-2018;1.61;3.64;6.78;10;Nantes;Amiens;0;1
2017-2018;1.65;3.73;5.83;10;Rennes;Troyes;2;0
2017-2018;4.74;3.56;1.81;10;Toulouse;Monaco;3;3
2017-2018;3.05;3.10;2.52;10;Strasbourg;Montpellier;0;0
2017-2018;2.54;3.20;2.92;10;Troyes;Dijon;0;0
2017-2018;1.61;3.98;5.86;10;Marseille;Bordeaux;1;0
2017-2018;4.30;3.52;1.89;10;Lille;Lyon;2;2
2017-2018;2.22;3.23;3.50;10;Nice;Nantes;1;1
2017-2018;2.65;2.98;3.01;10;Amiens;Toulouse;0;0
2017-2018;2.60;3.08;2.98;10;Angers;St Etienne;0;1
2017-2018;2.58;3.09;2.99;10;Caen;Rennes;2;2
2017-2018;1.74;3.51;5.42;10;Montpellier;Guingamp;1;1
2017-2018;2.49;3.21;3.02;10;Troyes;Metz;1;0
2017-2018;1.06;14.79;38.23;10;Paris SG;Strasbourg;5;2
2017-2018;1.34;5.39;8.87;10;Monaco;Dijon;4;0
2017-2018;1.41;4.75;7.77;10;Lyon;Rennes;0;2
2017-2018;1.89;3.29;4.68;10;Nantes;Lille;2;2
2017-2018;1.88;3.42;4.55;10;Strasbourg;Troyes;2;1
2017-2018;3.09;3.23;2.42;10;Angers;Monaco;0;4
2017-2018;1.52;3.88;7.72;10;Bordeaux;Amiens;3;2
2017-2018;2.79;3.24;2.64;10;Dijon;Nice;3;2
2017-2018;2.09;3.22;3.90;10;Guingamp;Caen;0;0
2017-2018;3.29;3.20;2.34;10;Metz;Montpellier;0;1
2017-2018;16.40;7.12;1.19;10;Toulouse;Paris SG;0;1
2017-2018;3.89;3.52;1.97;10;St Etienne;Marseille;2;2
2017-2018;2.49;3.54;2.81;10;Monaco;Lyon;3;2
2017-2018;2.95;2.98;2.69;10;Caen;Nantes;3;2
2017-2018;1.81;3.43;4.94;10;Rennes;Guingamp;0;1
2017-2018;2.02;3.12;4.31;10;Montpellier;Angers;2;1
2017-2018;1.82;3.47;4.82;10;Nice;Toulouse;0;1
2017-2018;2.82;3.02;2.78;10;Amiens;St Etienne;0;2
2017-2018;3.14;3.10;2.48;10;Strasbourg;Bordeaux;0;2
2017-2018;18.75;7.68;1.16;10;Lille;Paris SG;0;3
2017-2018;1.28;5.92;10.74;10;Marseille;Metz;6;3
2017-2018;2.00;3.66;3.75;10;Marseille;Monaco;2;2
2017-2018;3.67;3.44;2.08;10;Bordeaux;Lyon;3;1
2017-2018;2.20;3.22;3.56;10;Lille;Strasbourg;2;1
2017-2018;1.91;3.26;4.64;10;Angers;Amiens;1;0
2017-2018;2.63;3.07;2.94;10;Guingamp;Nantes;0;3
2017-2018;2.97;3.23;2.50;10;Metz;Nice;2;1
2017-2018;2.00;3.27;4.12;10;St Etienne;Caen;2;1
2017-2018;2.02;3.26;4.12;10;Toulouse;Troyes;1;0
2017-2018;1.13;8.89;21.34;10;Paris SG;Montpellier;4;0
2017-2018;2.72;3.35;2.63;10;Dijon;Rennes;2;1
2017-2018;5.50;4.35;1.59;10;Lyon;Paris SG;2;1
2017-2018;1.34;5.39;8.65;10;Monaco;Metz;3;1
2017-2018;1.79;3.55;4.85;10;Nice;St Etienne;1;0
2017-2018;2.69;3.08;2.85;10;Amiens;Guingamp;3;1
2017-2018;1.83;3.33;5.06;10;Montpellier;Toulouse;2;1
2017-2018;2.14;3.29;3.64;10;Rennes;Angers;1;0
2017-2018;2.18;3.41;3.41;10;Strasbourg;Dijon;3;2
2017-2018;2.68;3.04;2.91;10;Troyes;Lille;1;0
2017-2018;2.24;3.00;3.72;10;Nantes;Bordeaux;0;1
2017-2018;4.64;3.53;1.83;10;Caen;Marseille;0;2
2017-2018;1.05;15.19;37.09;10;Paris SG;Dijon;8;0
2017-2018;3.64;3.00;2.28;10;Amiens;Montpellier;1;1
2017-2018;1.89;3.28;4.68;10;Angers;Troyes;3;1
2017-2018;3.59;3.51;2.08;10;Guingamp;Lyon;0;2
2017-2018;2.30;3.16;3.38;10;Lille;Rennes;1;2
2017-2018;2.46;3.33;2.96;10;Metz;St Etienne;3;0
2017-2018;2.74;2.99;2.90;10;Toulouse;Nantes;1;1
2017-2018;1.74;3.80;4.85;10;Monaco;Nice;2;2
2017-2018;1.75;3.48;5.37;10;Bordeaux;Caen;0;2
2017-2018;1.33;5.46;9.23;10;Marseille;Strasbourg;2;0
2017-2018;9.55;5.56;1.31;10;Nantes;Paris SG;0;1
2017-2018;1.42;4.57;8.00;10;Lyon;Angers;1;1
2017-2018;2.14;3.24;3.69;10;St Etienne;Toulouse;2;0
2017-2018;2.28;3.07;3.56;10;Caen;Lille;0;1
2017-2018;1.92;3.50;4.22;10;Dijon;Metz;1;1
2017-2018;2.81;3.13;2.70;10;Montpellier;Monaco;0;0
2017-2018;1.57;3.94;6.51;10;Nice;Amiens;1;0
2017-2018;2.89;3.04;2.70;10;Troyes;Bordeaux;0;1
2017-2018;3.90;3.40;2.02;10;Rennes;Marseille;0;3
