Année;Cote_A;Cote_null;Cote_B;Nb_BM;Equipe_A;Equipe_B;Score_A;Score_B
2006-2007;1.79;3.14;4.38;4;Paris SG;Le Mans;2;1
2006-2007;2.46;2.86;2.84;4;Rennes;Lens;1;0
2006-2007;1.73;3.20;4.72;4;Sochaux;Nice;1;1
2006-2007;1.72;3.15;4.88;4;St Etienne;Nantes;2;1
2006-2007;5.00;3.30;1.66;2;Valenciennes;Lyon;0;0
2006-2007;1.85;3.10;4.04;2;Lens;Paris SG;1;2
2006-2007;2.19;2.78;3.46;4;Le Mans;Auxerre;2;2
2006-2007;1.58;3.34;5.79;4;Lille;Valenciennes;0;2
2006-2007;2.44;2.82;2.91;4;Nice;Monaco;1;1
2006-2007;2.13;2.92;3.37;3;Toulouse;St Etienne;1;0
2006-2007;2.51;2.89;2.74;4;Troyes;Sochaux;0;1
2006-2007;1.98;2.94;3.84;2;Nantes;Sedan;0;1
2006-2007;2.70;2.92;2.52;4;Lorient;Marseille;2;1
2006-2007;2.20;2.90;3.25;2;Rennes;Paris SG;1;0
2006-2007;2.33;2.90;3.00;2;Auxerre;Lens;1;0
2006-2007;1.64;3.21;5.28;4;Lille;Le Mans;0;2
2006-2007;1.67;3.24;5.02;4;Marseille;Nice;3;0
2006-2007;1.80;3.16;4.23;4;Monaco;Nantes;2;1
2006-2007;4.51;3.11;1.78;4;Nancy;Lyon;0;3
2006-2007;2.60;2.87;2.67;4;Sedan;Bordeaux;1;1
2006-2007;1.69;3.17;5.01;4;St Etienne;Troyes;3;1
2006-2007;2.06;2.89;3.64;4;Valenciennes;Lorient;0;0
2006-2007;2.18;2.91;3.30;3;Sochaux;Toulouse;4;2
2006-2007;1.57;3.37;5.83;3;Lyon;Marseille;1;1
2006-2007;1.50;3.38;6.90;2;Lens;Sedan;1;1
2006-2007;1.96;2.97;3.81;3;Paris SG;Auxerre;0;1
2006-2007;1.88;3.00;4.13;3;Bordeaux;Sochaux;2;0
2006-2007;2.20;2.93;3.21;4;Le Mans;St Etienne;2;1
2006-2007;2.88;2.80;2.50;2;Lorient;Lille;0;0
2006-2007;2.17;2.91;3.35;3;Nantes;Nancy;2;1
2006-2007;2.10;2.89;3.45;4;Nice;Rennes;1;1
2006-2007;1.98;2.97;3.72;4;Troyes;Valenciennes;1;3
2006-2007;2.20;2.88;3.25;2;Toulouse;Monaco;1;1
2006-2007;2.15;2.91;3.35;2;Marseille;Lens;0;1
2006-2007;1.73;3.17;4.60;2;Sochaux;Nantes;1;2
2006-2007;2.11;2.91;3.50;4;Auxerre;Rennes;1;0
2006-2007;1.57;3.34;6.19;4;Lille;Troyes;4;0
2006-2007;2.30;2.89;3.05;4;Lorient;Nice;0;0
2006-2007;2.13;2.89;3.54;4;Monaco;Bordeaux;0;0
2006-2007;2.00;2.90;3.79;4;Nancy;Le Mans;1;1
2006-2007;2.84;2.91;2.48;4;Sedan;Paris SG;2;0
2006-2007;2.45;2.90;2.81;2;Valenciennes;Toulouse;0;0
2006-2007;3.05;2.96;2.30;4;St Etienne;Lyon;1;3
2006-2007;1.90;2.95;4.13;2;Paris SG;St Etienne;0;2
2006-2007;1.58;3.30;5.75;2;Bordeaux;Valenciennes;2;1
2006-2007;1.57;3.30;5.91;4;Lens;Nancy;2;2
2006-2007;2.23;2.88;3.19;4;Le Mans;Monaco;0;2
2006-2007;1.35;3.98;8.32;2;Lyon;Sochaux;3;3
2006-2007;2.33;2.87;3.02;4;Nantes;Auxerre;1;1
2006-2007;2.53;2.84;2.79;4;Nice;Lille;2;1
2006-2007;1.68;3.10;5.26;4;Rennes;Sedan;0;2
2006-2007;2.25;2.89;3.15;4;Troyes;Lorient;3;0
2006-2007;2.62;2.90;2.67;3;Toulouse;Marseille;3;0
2006-2007;1.48;3.53;7.33;3;Marseille;Nantes;0;0
2006-2007;2.34;2.89;3.04;4;Monaco;Lens;0;0
2006-2007;2.04;2.93;3.61;4;Lorient;Toulouse;0;1
2006-2007;2.30;2.91;3.02;2;Nancy;Paris SG;0;3
2006-2007;2.50;2.86;2.79;4;Sedan;Auxerre;2;2
2006-2007;1.97;2.91;3.90;4;Sochaux;Le Mans;2;0
2006-2007;2.50;2.91;2.75;4;Troyes;Bordeaux;1;0
2006-2007;2.14;2.92;3.34;4;Valenciennes;Nice;0;1
2006-2007;1.84;3.02;4.25;2;St Etienne;Rennes;1;3
2006-2007;2.85;2.97;2.43;3;Lille;Lyon;1;2
2006-2007;2.30;2.83;3.13;2;Bordeaux;Marseille;1;0
2006-2007;1.80;3.05;4.43;2;Lens;Sochaux;3;1
2006-2007;2.10;2.93;3.44;4;Auxerre;St Etienne;1;1
2006-2007;1.69;3.22;4.95;3;Le Mans;Sedan;3;2
2006-2007;1.30;4.20;10.00;2;Lyon;Lorient;1;0
2006-2007;1.84;3.00;4.21;3;Nantes;Valenciennes;2;5
2006-2007;1.93;3.00;3.97;3;Nice;Troyes;3;0
2006-2007;1.89;3.00;3.95;3;Rennes;Nancy;1;1
2006-2007;2.60;2.92;2.65;3;Toulouse;Lille;1;0
2006-2007;2.15;2.87;3.42;3;Paris SG;Monaco;4;2
2006-2007;1.76;3.10;4.60;2;Marseille;Paris SG;1;1
2006-2007;6.85;3.40;1.50;2;Troyes;Lyon;1;0
2006-2007;2.17;2.87;3.37;3;Lorient;Le Mans;2;1
2006-2007;1.93;2.98;3.95;3;Monaco;Auxerre;2;1
2006-2007;1.97;2.97;3.94;4;Nancy;Toulouse;2;1
2006-2007;2.46;2.83;2.93;4;Nice;Bordeaux;2;1
2006-2007;1.98;2.87;3.92;4;Sochaux;Rennes;0;0
2006-2007;1.46;3.52;7.13;4;St Etienne;Sedan;1;2
2006-2007;2.97;2.91;2.35;4;Valenciennes;Lens;1;3
2006-2007;1.53;3.30;6.00;1;Lille;Nantes;0;0
2006-2007;1.81;3.08;4.51;3;Lens;St Etienne;3;3
2006-2007;1.95;2.95;3.88;2;Auxerre;Nancy;2;0
2006-2007;2.18;2.87;3.41;4;Bordeaux;Lille;0;1
2006-2007;1.23;4.70;12.00;2;Lyon;Nice;1;1
2006-2007;2.05;2.95;3.57;3;Nantes;Lorient;0;2
2006-2007;1.92;2.92;4.25;2;Paris SG;Sochaux;0;0
2006-2007;1.74;3.11;4.72;4;Rennes;Valenciennes;1;0
2006-2007;2.72;2.92;2.53;3;Sedan;Monaco;0;1
2006-2007;1.71;3.12;5.12;3;Toulouse;Troyes;1;1
2006-2007;2.70;2.89;2.63;4;Le Mans;Marseille;2;0
2006-2007;2.00;2.88;3.80;2;Nancy;St Etienne;0;2
2006-2007;1.36;3.83;8.75;2;Lyon;Bordeaux;1;2
2006-2007;2.84;2.92;2.43;3;Lorient;Lens;1;0
2006-2007;1.65;3.17;5.41;4;Monaco;Rennes;0;2
2006-2007;2.18;2.92;3.30;3;Nice;Toulouse;0;1
2006-2007;1.59;3.30;5.72;3;Sochaux;Sedan;1;1
2006-2007;2.29;2.88;3.08;4;Troyes;Nantes;1;0
2006-2007;2.16;2.83;3.41;4;Valenciennes;Le Mans;1;1
2006-2007;1.77;3.13;4.47;2;Lille;Paris SG;1;0
2006-2007;1.68;3.14;5.21;4;Marseille;Auxerre;3;1
2006-2007;1.77;3.08;4.65;3;Paris SG;Toulouse;0;0
2006-2007;2.30;2.88;3.05;2;Rennes;Marseille;0;2
2006-2007;1.86;3.00;4.13;2;St Etienne;Monaco;0;1
2006-2007;2.12;2.85;3.45;2;Auxerre;Sochaux;1;0
2006-2007;1.65;3.20;5.35;3;Bordeaux;Lorient;1;1
2006-2007;1.76;3.07;4.72;3;Le Mans;Troyes;2;0
2006-2007;2.03;2.86;3.78;3;Nantes;Nice;1;0
2006-2007;2.62;2.87;2.67;3;Sedan;Nancy;2;2
2006-2007;6.25;3.45;1.51;4;Toulouse;Lyon;2;0
2006-2007;2.24;2.84;3.28;3;Lens;Lille;1;1
2006-2007;1.56;3.33;6.17;3;Paris SG;Valenciennes;1;2
2006-2007;1.73;3.20;4.60;2;Bordeaux;Le Mans;1;0
2006-2007;1.63;3.20;5.38;2;Lille;Auxerre;1;1
2006-2007;2.33;2.91;3.06;3;Lorient;Rennes;0;0
2006-2007;2.68;2.88;2.63;3;Nice;Lens;1;2
2006-2007;1.80;3.00;4.20;1;Toulouse;Nantes;0;4
2006-2007;1.82;3.02;4.60;3;Valenciennes;Sedan;2;1
2006-2007;1.29;4.35;9.50;2;Lyon;Monaco;0;0
2006-2007;1.83;3.00;4.00;1;Sochaux;Nancy;2;1
2006-2007;2.67;2.87;2.67;3;Troyes;Paris SG;1;1
2006-2007;1.90;2.87;4.00;1;Marseille;St Etienne;2;1
2006-2007;3.52;2.94;2.07;2;Lens;Lyon;0;4
2006-2007;1.83;3.00;4.39;2;Auxerre;Lorient;2;1
2006-2007;1.71;3.08;4.86;3;Paris SG;Nice;0;0
2006-2007;2.22;2.80;3.27;2;Le Mans;Toulouse;2;0
2006-2007;2.13;2.84;3.40;3;Monaco;Sochaux;3;0
2006-2007;2.61;2.77;2.72;3;Nantes;Bordeaux;0;0
2006-2007;1.62;3.27;5.25;3;Rennes;Troyes;1;1
2006-2007;3.70;2.94;1.98;2;Sedan;Lille;2;0
2006-2007;1.48;3.40;7.00;3;St Etienne;Valenciennes;3;0
2006-2007;2.31;2.91;3.03;3;Nancy;Marseille;2;0
2006-2007;1.53;3.22;7.98;3;Lyon;Paris SG;3;1
2006-2007;1.96;2.75;4.66;3;Lille;St Etienne;2;2
2006-2007;1.69;3.23;4.88;3;Bordeaux;Rennes;1;2
2006-2007;1.74;3.07;4.78;4;Lorient;Sedan;2;0
