,Equipe_D,Equipe_E,Cote_D,Cote_N,Cote_E,Score_D,Score_E,Saison,Winner_D,Winner_E,Elo_D_Before,Elo_D,Elo_E_Before,Elo_E,Diff_Victoire,Diff_Nul,Diff_Defaite,Diff_But,Diff_Encaisse,Diff_Moyenne_cote,Diff_Elo_Before,Points_a,Points_b,Diff_Points,PCA1,PCA2,PCA3
3847,AC Ajaccio,Paris SG,5.71,3.67,1.61,0,0,2012-2013,0,0,1499.5361723753415,1503.1740264510183,1631.9931376533898,1628.355283577713,-1,0,1,-6,-2,1.556,-132.4569652780483,3,1,2,0.09505885983503062,-1.3751647564912364,-1.1248049605916703
3848,Bordeaux,Rennes,2.09,3.17,3.62,1,0,2012-2013,1,0,1598.7034912581564,1607.0726390659636,1541.5313718093928,1533.1622240015856,4,0,-4,8,-2,-0.5459999999999998,57.172119448763624,3,0,3,0.4516903998625531,2.3469295752251327,0.27434844791210905
3849,Marseille,Sochaux,1.44,4.12,7.76,2,0,2012-2013,1,0,1546.9356568177775,1555.306331027107,1489.8180176340122,1481.4473434246827,0,1,-1,-3,-5,-0.46199999999999974,57.11763918376528,0,0,0,0.04571405862309023,-0.0766907129118472,-1.6777988367280634
3850,Brest,Thonon-Evian,2.44,3.00,3.07,1,0,2012-2013,1,0,1482.9202146343132,1493.8124770106178,1514.0032479459874,1503.1109855696827,1,1,-2,-3,-7,1.4779999999999998,-31.08303331167417,0,0,0,0.0660303001134247,0.19664307304220294,-2.1847226059478513
3851,Lorient,Montpellier,2.77,3.04,2.66,2,1,2012-2013,1,0,1474.5383436439047,1488.7479813359284,1630.4892500260275,1616.2796123340038,-3,0,3,-5,2,2.95,-155.95090638212287,1,1,0,-0.12173511418809825,-1.6830564777226797,0.05745874268935398
3852,Toulouse,St Etienne,2.16,3.06,3.59,2,1,2012-2013,1,0,1529.0382273611158,1538.7703976379962,1519.7306437391037,1509.9984734622233,0,3,-3,-3,-6,-0.6160000000000001,9.307583622012089,1,0,1,0.14484216806569486,0.05816928321282649,-2.0648398700164208
3853,Valenciennes,Nice,1.77,3.31,5.04,0,0,2012-2013,0,0,1504.4173831761832,1503.9781561173654,1489.1472473473207,1489.5864744061384,1,-2,1,3,4,-0.13200000000000012,15.270135828862522,3,0,3,0.26626334356811177,0.18318139948964193,1.4426563388367526
3854,Lyon,Troyes,1.43,4.17,7.79,4,1,2012-2013,1,0,1598.0043631755252,1604.3567868458251,1465.157932529666,1458.805508859366,1,1,-2,3,1,-1.7040000000000002,132.8464306458593,3,0,3,0.32326075648158836,0.6523113647720096,0.45950208943821197
3855,Lille,Nancy,1.44,4.06,7.7,1,1,2012-2013,0,0,1662.3628198758345,1658.4465767843633,1518.622758254402,1522.5390013458732,2,0,-2,5,-5,-2.578,143.74006162143246,3,3,0,0.1959248462577411,1.943142142747382,-0.7730889478161759
3856,Nancy,Brest,1.89,3.21,4.43,1,0,2012-2013,1,0,1509.1019298857714,1518.622758254402,1492.4410430029438,1482.9202146343132,-1,-1,2,2,4,0.35000000000000053,16.660886882827526,0,0,0,-0.004040938509297746,-0.05805880254993993,1.314391940698113
3857,Nice,AC Ajaccio,2.04,3.13,3.85,0,1,2012-2013,0,1,1499.4406836062074,1489.1472473473207,1489.2427361164548,1499.5361723753415,-1,1,0,-2,0,0.13999999999999968,10.19794748975255,0,0,0,-0.008812258790333203,-0.46143512166429285,-0.2922394011049155
3858,Paris SG,Lorient,1.33,4.75,9.64,2,2,2012-2013,0,0,1636.4461584408211,1631.9931376533898,1470.0853228564733,1474.5383436439047,3,-1,-2,9,1,-1.624,166.3608355843478,0,0,0,0.19157329162411874,2.3291319825015235,1.1894912091988163
3859,Rennes,Lyon,2.08,3.24,3.6,0,1,2012-2013,0,1,1550.4223341692543,1541.5313718093928,1589.1134008156637,1598.0043631755252,0,-2,2,-4,0,1.0000000000000002,-38.691066646409354,0,0,0,-0.0463054146911852,-0.9487590389722116,-0.33690466754843
3860,Sochaux,Bastia,2.8,2.97,2.7,2,3,2012-2013,0,1,1500.3845718640957,1489.8180176340122,1480.6793602156645,1491.245914445748,0,0,0,-2,-2,-0.023999999999999577,19.70521164843126,0,0,0,0.020697979251289498,-0.19520773710435596,-0.7503094382290953
3861,St Etienne,Lille,2.98,3.06,2.46,1,2,2012-2013,0,1,1526.1599925859284,1519.7306437391037,1655.9334710290098,1662.3628198758345,-3,1,2,-5,5,1.1440000000000001,-129.77347844308133,0,0,0,-0.1364997995106776,-1.8682289968991226,0.6712330733051518
3862,Thonon-Evian,Bordeaux,2.94,3.05,2.5,2,3,2012-2013,0,1,1522.0540852777604,1514.0032479459874,1590.6526539263834,1598.7034912581564,-4,2,2,-7,4,1.3940000000000001,-68.59856864862309,0,0,0,-0.16398803939755377,-2.300643674205217,0.1685925275338492
3863,Troyes,Valenciennes,2.43,3.03,3.06,0,1,2012-2013,0,1,1474.5704606153718,1465.157932529666,1495.0048550904773,1504.4173831761832,0,1,-1,0,-3,0.5739999999999998,-20.43439447510559,0,0,0,0.06134666766141067,0.3781773589739926,-0.8198003008269784
3864,Montpellier,Toulouse,2.02,3.14,3.95,1,1,2012-2013,0,0,1633.4868423371192,1630.4892500260275,1526.040635050024,1529.0382273611158,4,-2,-2,7,-1,-0.16199999999999992,107.44620728709515,0,0,0,0.1810249619770861,2.1188120505663828,0.5137277648023535
3865,Auxerre,Montpellier,6.39,3.56,1.59,1,2,2011-2012,0,1,1476.792728127076,1471.2367254908702,1642.7627110717044,1648.3187137079103,-2,-1,3,1,6,0.7280000000000002,-165.96998294462833,34,79,-45,-3.5512744723544656,2.3763818220352357,1.0548174216241495
3866,Lille,Nancy,1.33,4.96,8.98,4,1,2011-2012,1,0,1667.359395063572,1673.2594122544554,1516.0132726195181,1510.1132554286348,3,-2,-1,4,-3,-1.3940000000000001,151.3461224440539,71,45,26,2.1749457153552707,-0.18351422307690812,0.1009790405988179
3867,Lorient,Paris SG,4.55,3.73,1.72,1,2,2011-2012,0,1,1472.13153244293,1466.761469840526,1646.2367801096195,1651.6068427120235,-3,1,2,-12,0,2.0360000000000005,-174.1052476666896,39,76,-37,-3.0667675118913635,-0.5213946098164333,-1.9209718079979403
3868,Lyon,Nice,1.68,3.61,5.12,3,4,2011-2012,0,1,1612.5060602740248,1599.014889795182,1485.8873668613876,1499.3785373402304,2,0,-2,10,2,-1.6239999999999997,126.61869341263719,61,39,22,1.8978822144013126,0.9232164664478857,1.8582518112134168
3869,Rennes,Dijon,1.58,4.14,5.16,5,0,2011-2012,1,0,1548.6575363716127,1556.0248157436158,1454.9816351917277,1447.6143558197246,2,-2,0,3,2,-1.008,93.67590117988493,54,30,24,1.9372869022113155,-0.8725120004638925,1.2114594335902906
3870,Sochaux,Marseille,2.14,3.29,3.35,1,0,2011-2012,1,0,1488.5626113012186,1500.4273020712174,1554.115554571212,1542.2508638012132,0,-1,1,0,8,1.6239999999999997,-65.55294326999342,39,48,-9,-0.7713182306414622,-0.16987008823863567,1.8606003696129179
3871,St Etienne,Bordeaux,2.39,3.28,2.89,2,3,2011-2012,0,1,1537.502720668614,1529.0666584288092,1592.28910878951,1600.7251710293149,-3,1,2,-5,3,0.6259999999999999,-54.786388120895936,57,57,0,-0.11185367747514005,-1.6723432173631565,0.1833912734281193
3872,Thonon-Evian,Brest,2.24,3.20,3.28,0,1,2011-2012,0,1,1536.1054869682139,1524.5045391975113,1480.0002111214574,1491.60115889216,1,0,-1,6,2,-0.22199999999999953,56.10527584675651,44,37,7,0.6524199566842962,0.8723860045915713,1.2242982192614462
3873,Toulouse,AC Ajaccio,2.22,3.28,3.22,0,2,2011-2012,0,1,1540.77115126071,1528.9340389444712,1476.2103722575998,1488.0474845738386,-1,1,0,-3,-3,-1.2980000000000005,64.56077900311016,53,37,16,1.2613108275681368,-1.4330216600020529,-0.9128660189842496
3874,Valenciennes,Caen,1.96,3.25,3.98,3,1,2011-2012,1,0,1484.9760625512865,1494.4498389894193,1466.6762795415707,1457.202503103438,0,-1,1,2,-1,0.10799999999999965,18.29978300971584,40,38,2,0.2180702619391816,0.4071600428328685,0.08519689608187665
3875,AC Ajaccio,Lyon,2.73,3.15,2.6,1,1,2011-2012,0,0,1472.2841919190857,1476.2103722575998,1616.4322406125389,1612.5060602740248,-2,0,2,-6,2,3.548,-144.14804869345312,36,60,-24,-1.9931508501972448,-0.19735180400709407,-0.4724845540538021
3876,Bordeaux,Lorient,1.54,3.90,6.1,1,0,2011-2012,1,0,1585.2509002382671,1592.28910878951,1479.1697409941728,1472.13153244293,2,0,-2,7,-1,-0.6559999999999997,106.08115924409435,54,39,15,1.3354651055189486,0.9806069993311731,0.6839577293153398
3877,Brest,Valenciennes,2.44,3.09,3.01,1,0,2011-2012,1,0,1469.2390051566442,1480.0002111214574,1495.7372685160997,1484.9760625512865,-1,2,-1,-4,-4,0.5379999999999994,-26.49826335945545,34,40,-6,-0.4596323269275683,-0.09220464572017026,-1.658983590395857
3878,Caen,Sochaux,1.99,3.25,3.89,1,3,2011-2012,0,1,1476.6186709705803,1466.6762795415707,1478.620219872209,1488.5626113012186,-1,2,-1,0,-2,1.5539999999999994,-2.0015489016286665,38,36,2,0.19237159770958162,0.05421693579632628,-0.5595790052733615
3879,Dijon,Toulouse,2.51,3.13,2.84,1,1,2011-2012,0,0,1452.4232602013026,1454.9816351917277,1543.3295262511351,1540.77115126071,-1,-1,2,-4,3,1.838,-90.90626604983254,29,52,-23,-1.8781751843979262,0.20050325839032465,0.02372835474710869
3880,Marseille,Auxerre,1.94,3.48,3.8,3,0,2011-2012,1,0,1545.8475011056894,1554.115554571212,1485.0607815925987,1476.792728127076,-1,1,0,-5,-1,-0.5080000000000005,60.7867195130907,45,34,11,0.8171426736362379,-1.745156889396953,-0.7382285026539009
3881,Montpellier,Lille,2.47,3.24,2.83,1,0,2011-2012,1,0,1631.409572939551,1642.7627110717044,1678.7125331957254,1667.359395063572,-2,1,1,-5,2,0.4840000000000002,-47.3029602561744,76,71,5,0.3003559939540217,-1.7771933664840491,-0.03860306310335334
3882,Nancy,St Etienne,3.03,3.09,2.42,3,2,2011-2012,1,0,1504.7533127078611,1516.0132726195181,1548.762680580271,1537.502720668614,-3,2,1,-4,1,0.29800000000000004,-44.00936787240994,42,57,-15,-1.2345985774688595,-0.2143375666277738,-0.4873145574321635
3883,Nice,Thonon-Evian,1.98,3.27,3.88,1,1,2011-2012,0,0,1484.3663101510158,1485.8873668613876,1537.6265436785857,1536.1054869682139,-2,0,2,-8,-1,0.19399999999999906,-53.26023352756988,38,43,-5,-0.49165491802762074,-1.5466618363913536,-1.1968880478717618
3884,Paris SG,Rennes,1.54,3.93,6.11,3,0,2011-2012,1,0,1638.560220145503,1646.2367801096195,1556.334096335729,1548.6575363716127,0,1,-1,7,1,-0.1600000000000006,82.22612380977398,73,54,19,1.6024215637581103,0.31171334680481855,1.2626942419243372
3885,Thonon-Evian,Lyon,3.05,3.35,2.26,1,3,2011-2012,0,1,1545.8507851903667,1537.6265436785857,1608.207999100758,1616.4322406125389,0,0,0,0,-1,2.2560000000000007,-62.35721391039124,43,57,-14,-1.0638931620498184,1.0310727599358127,-0.44640993327276307
3886,Rennes,Montpellier,2.41,3.18,2.96,0,2,2011-2012,0,1,1564.6686866352293,1556.334096335729,1623.0749826400508,1631.409572939551,1,-1,0,2,0,0.18599999999999994,-58.40629600482157,54,73,-19,-1.4127466244044826,1.8338817798562383,-0.0461539016872182
3887,Auxerre,Bordeaux,2.27,3.23,3.15,2,4,2011-2012,0,1,1492.662305111329,1485.0607815925987,1577.6493767195368,1585.2509002382671,-1,0,1,-1,0,1.2879999999999998,-84.98707160820777,34,51,-17,-1.327836228331615,0.8069287623002853,-0.3314115292589392
3888,Lille,Caen,1.26,5.41,11.27,3,0,2011-2012,1,0,1673.7405744474004,1678.7125331957254,1481.5906297189053,1476.6186709705803,2,-2,0,5,-1,-1.9600000000000004,192.14994472849503,68,38,30,2.4708351066328236,-0.5307278590810093,0.8094395911406969
3889,Lorient,Dijon,1.76,3.43,4.86,0,0,2011-2012,0,0,1479.9846662588734,1479.1697409941728,1451.608334936602,1452.4232602013026,2,0,-2,6,0,-0.008000000000000451,28.376331322271426,38,28,10,0.9174191706368406,0.9845386985103494,0.7372388245741338
3890,Sochaux,Nancy,2.34,3.16,3.1,1,0,2011-2012,1,0,1467.2211011290296,1478.620219872209,1516.1524314510405,1504.7533127078611,0,-3,3,-1,9,1.6780000000000013,-48.93133032201081,33,42,-9,-0.8066525838431897,-0.5894148003522893,2.140435474177815
3891,St Etienne,Marseille,2.21,3.26,3.24,0,0,2011-2012,0,0,1548.8517087091116,1548.762680580271,1545.758472976849,1545.8475011056894,2,0,-2,3,-3,0.6099999999999999,3.093235732262656,56,44,12,1.0567079173972262,0.4537812642520152,-0.30624770489382963
3892,Toulouse,Nice,1.72,3.44,5.1,0,0,2011-2012,0,0,1545.109934358145,1543.3295262511351,1482.585902044006,1484.3663101510158,-1,1,0,0,-1,-1.0419999999999998,62.52403231413905,51,37,14,1.126755106830529,-0.828869205682357,-0.0965883041467173
3893,Valenciennes,Paris SG,4.46,3.42,1.82,3,4,2011-2012,0,1,1502.1615742234683,1495.7372685160997,1632.1359144381345,1638.560220145503,-1,-1,2,-7,3,1.9920000000000004,-129.9743402146662,40,70,-30,-2.466903271852545,-0.0014638624052405477,-0.44227074818728457
3894,Lyon,Brest,1.38,4.40,8.46,1,1,2011-2012,0,0,1612.2023645763425,1608.207999100758,1465.2446396810597,1469.2390051566442,2,0,-2,6,0,-2.0919999999999996,146.9577248952828,56,33,23,1.9415683895150304,0.16919061858716836,0.9029005442815461
3895,Thonon-Evian,AC Ajaccio,2.0,3.31,3.74,2,1,2011-2012,1,0,1537.4714309531612,1545.8507851903667,1480.6635461562912,1472.2841919190857,2,-1,-1,4,-3,-0.8319999999999999,56.807884796869985,40,36,4,0.4543956979283316,1.182529597794153,-0.24765294353928502
3896,Dijon,Auxerre,2.6,3.14,2.74,0,2,2011-2012,0,1,1460.9662776294344,1451.608334936602,1483.3043624184966,1492.662305111329,-2,0,2,-7,3,0.5820000000000003,-22.338084789062123,28,31,-3,-0.3666096265703029,-1.8361193713092911,-0.07970835542548022
3897,Paris SG,St Etienne,1.51,4.01,6.39,2,0,2011-2012,1,0,1624.043533446238,1632.1359144381345,1556.9440897010081,1548.8517087091116,-1,0,1,1,1,-0.10000000000000009,67.09944374522979,67,56,11,0.8758303108070287,-0.6673976421338558,0.5529112848841845
3898,AC Ajaccio,Sochaux,2.16,3.21,3.47,2,1,2011-2012,1,0,1470.463304484912,1480.6635461562912,1477.4213428004089,1467.2211011290296,-2,3,-1,-2,-4,1.0299999999999994,-6.958038315496879,33,33,0,0.0252428381610397,-0.13671202753586895,-1.3439524436207468
3899,Bordeaux,Rennes,2.39,3.13,3.02,2,0,2011-2012,1,0,1567.4350393188824,1577.6493767195368,1574.8830240358836,1564.6686866352293,-2,1,1,-3,1,0.3860000000000001,-7.447984717001191,48,54,-6,-0.5140083788075658,-0.5133049034430215,-0.2046575231484916
3900,Brest,Toulouse,2.89,3.00,2.58,0,0,2011-2012,0,0,1462.8554823553204,1465.2446396810597,1547.4990916838842,1545.109934358145,0,0,0,0,3,1.222,-84.6436093285638,32,50,-18,-1.4101455450660016,0.948919757038192,0.4383093734211647
3901,Caen,Lorient,2.37,3.09,3.12,1,0,2011-2012,1,0,1471.029495366181,1481.5906297189053,1490.5458006115978,1479.9846662588734,-1,3,-2,-2,-2,0.09200000000000008,-19.51630524541679,35,38,-3,-0.21063343840728632,0.028228983478030382,-0.9782486567606924
3902,Lyon,Valenciennes,1.61,3.75,5.48,4,1,2011-2012,1,0,1604.881165657313,1612.2023645763425,1509.4827731424978,1502.1615742234683,1,1,-2,4,2,-1.4460000000000006,95.39839251481521,53,40,13,1.1025953255086463,0.11312562413087003,0.9753248844459348
3903,Marseille,Nancy,1.61,3.75,5.59,1,0,2011-2012,1,0,1536.0517556528548,1545.758472976849,1525.8591487750346,1516.1524314510405,-2,-2,4,-2,6,0.10000000000000009,10.192606877820253,41,42,-1,-0.17661800764595031,-1.237144383627705,1.4276694927598796
3904,Nice,Lille,4.39,3.44,1.82,0,1,2011-2012,0,1,1487.8079216966987,1482.585902044006,1668.5185547947076,1673.7405744474004,-1,0,1,-4,1,1.9499999999999997,-180.71063309800888,37,65,-28,-2.2413826359197953,0.766393256852218,-0.6102480890135862
3905,Montpellier,Thonon-Evian,1.38,4.34,8.71,2,2,2011-2012,0,0,1625.6280702726951,1623.0749826400508,1534.918343320517,1537.4714309531612,1,0,-1,1,-3,-1.3859999999999997,90.70972695217824,72,39,33,2.660619700264786,-1.4650339018991283,-0.20476478994539218
3906,Lille,Paris SG,2.12,3.47,3.25,2,1,2011-2012,1,0,1659.2645573729142,1668.5185547947076,1633.2975308680313,1624.043533446238,2,-2,0,1,-1,-0.008000000000000007,25.967026504882824,62,67,-5,-0.3203111909866355,0.8610759208419039,-0.17389543706914082
3907,Auxerre,Brest,2.03,3.14,3.88,4,0,2011-2012,1,0,1473.3180713672073,1483.3043624184966,1472.8417734066097,1462.8554823553204,0,1,-1,-1,-2,0.42799999999999994,0.4762979605975488,28,32,-4,-0.2736734152770671,0.3331197157735221,-0.7631231454377959
3908,Nancy,Caen,2.0,3.18,3.98,1,1,2011-2012,0,0,1527.517270558044,1525.8591487750346,1469.3713735831716,1471.029495366181,2,0,-2,4,-4,-0.278,58.14589697487236,41,34,7,0.6992936437512667,1.1169729749241721,-0.5141468223039369
3909,Rennes,AC Ajaccio,1.41,4.28,8.02,3,1,2011-2012,1,0,1567.40241510394,1574.8830240358836,1477.9439134168556,1470.463304484912,3,-3,0,5,-2,-2.2940000000000005,89.45850168708444,51,33,18,1.5584146008848627,0.4411596698349572,0.4076690356449131
3910,Sochaux,Bordeaux,2.43,3.15,2.94,0,3,2011-2012,0,1,1485.3169647744323,1477.4213428004089,1559.539417344859,1567.4350393188824,1,-3,2,0,5,2.8480000000000008,-74.22245257042664,33,45,-12,-0.9785395040197856,0.3045007053660047,1.2174681394062683
3911,St Etienne,Dijon,1.67,3.52,5.43,1,0,2011-2012,1,0,1549.221358831652,1556.9440897010081,1468.6890084987906,1460.9662776294344,1,0,-1,6,1,-0.9280000000000004,80.53235033286137,53,28,25,2.066459866804217,-0.21144860306206012,1.2457242490577771
3912,Valenciennes,Nice,2.01,3.11,3.98,2,0,2011-2012,1,0,1499.53392323189,1509.4827731424978,1497.7567716073065,1487.8079216966987,-1,-1,2,-5,0,0.1459999999999999,1.7771516245834391,37,37,0,-0.06240294874422529,-1.2289265061935941,-0.4948902725159898
3913,Lorient,Marseille,2.43,3.20,2.92,2,1,2011-2012,1,0,1478.5730328991822,1490.5458006115978,1548.0245233652704,1536.0517556528548,1,-1,0,0,-1,0.6699999999999999,-69.45149046608822,35,41,-6,-0.4243784832730703,0.6139080979917942,-0.32439138375811616
3914,Toulouse,Montpellier,2.6,3.13,2.75,0,1,2011-2012,0,1,1555.7433179584434,1547.4990916838842,1617.383843998136,1625.6280702726951,-2,0,2,-2,2,1.2279999999999998,-61.64052603969253,50,69,-19,-1.530743247286644,0.40458812299669206,0.05218851187548101
3915,Lyon,Lorient,1.52,4.03,6.23,3,2,2011-2012,1,0,1598.0123961822846,1604.881165657313,1485.4418023742105,1478.5730328991822,1,0,-1,1,0,-0.4159999999999999,112.57059380807414,50,35,15,1.223635229352688,-0.5715818443856274,0.2579044049647408
3916,AC Ajaccio,Nancy,2.39,3.13,3.04,0,0,2011-2012,0,0,1476.4420713361335,1477.9439134168556,1529.019112638766,1527.517270558044,-4,3,1,-4,4,2.4879999999999995,-52.57704130263255,32,40,-8,-0.7443215275197607,-1.0801385735364344,0.3464947183558942
3917,Paris SG,Sochaux,1.34,4.71,8.88,6,1,2011-2012,1,0,1627.0087280761936,1633.2975308680313,1491.60576756627,1485.3169647744323,-2,3,-1,0,2,-2.7079999999999997,135.40296050992356,64,33,31,2.4248325408384415,-2.2203564247719343,0.7515334268249134
3918,Bordeaux,Marseille,2.32,3.11,3.18,2,1,2011-2012,1,0,1549.2803406994258,1559.539417344859,1558.2836000107036,1548.0245233652704,0,2,-2,0,-3,0.27000000000000046,-9.003259311277816,42,41,1,0.14599080591510774,0.3712637575352262,-0.8890649504508462
3919,Brest,Rennes,3.68,3.06,2.14,0,1,2011-2012,0,1,1480.6054533512279,1472.8417734066097,1559.6387351593219,1567.40241510394,-1,-1,2,-1,3,2.0820000000000003,-79.03328180809399,32,48,-16,-1.292113322828573,0.39384720871525003,0.495598075468455
3920,Caen,St Etienne,2.59,3.11,2.78,1,4,2011-2012,0,1,1477.564805771299,1469.3713735831716,1541.0279266435246,1549.221358831652,0,2,-2,-1,-2,0.9980000000000002,-63.463120872225545,34,50,-16,-1.2050726332855497,1.16777036578928,-1.0158973728650886
3921,Dijon,Lille,4.73,3.49,1.76,0,2,2011-2012,0,1,1473.9245011226556,1468.6890084987906,1654.0290647490492,1659.2645573729142,-2,1,1,-9,0,2.67,-180.10456362639366,28,59,-31,-2.548888673052974,-0.13960448183203852,-1.5137954637503905
3922,Montpellier,Valenciennes,1.43,4.21,7.78,1,0,2011-2012,1,0,1610.2815444852295,1617.383843998136,1506.6362227447964,1499.53392323189,1,0,-1,4,-4,-1.322,103.64532174043302,66,37,29,2.4037006158864944,-0.44734283727987856,-0.1418364420191454
3923,Nice,Auxerre,2.04,3.19,3.79,1,0,2011-2012,1,0,1487.8923222915555,1497.7567716073065,1483.1825206829583,1473.3180713672073,1,0,-1,3,2,-0.5200000000000005,4.709801608597218,34,28,6,0.5329606341144031,0.28305792733370233,0.8422787532333583
3924,Thonon-Evian,Toulouse,2.6,3.06,2.81,2,1,2011-2012,1,0,1523.6783405382178,1534.918343320517,1566.9833207407426,1555.7433179584434,0,0,0,1,2,0.2819999999999996,-43.3049802025248,36,50,-14,-1.0678502829531549,1.01750695584448,0.3656133966334118
3925,Marseille,Caen,1.5,4.01,6.69,1,1,2011-2012,0,0,1560.697234126956,1558.2836000107036,1475.1511716550467,1477.564805771299,-1,-1,2,1,2,-1.226,85.54606247190918,40,33,7,0.5570574290185378,-0.5232555691885138,0.7958601992546842
3926,Toulouse,Lyon,2.51,3.18,2.81,3,0,2011-2012,1,0,1555.4381139937066,1566.9833207407426,1609.5576029293206,1598.0123961822846,-2,0,2,-4,1,0.9239999999999999,-54.11948893561407,47,50,-3,-0.3039758519854325,-0.9968896004041805,-0.1923488180645447
3927,Rennes,Nice,1.59,3.62,6.12,3,1,2011-2012,1,0,1551.2052877419326,1559.6387351593219,1496.3257697089448,1487.8923222915555,-1,0,1,-2,-1,-0.6459999999999999,54.87951803298779,45,34,11,0.8569151623622249,-1.1328821801770173,-0.297859606002813
3928,Auxerre,Paris SG,4.16,3.48,1.85,1,1,2011-2012,0,0,1479.0654508725388,1483.1825206829583,1631.125797886613,1627.0087280761936,-1,-1,2,-4,-1,2.86,-152.0603470140743,27,63,-36,-2.8528579836446966,1.4081862200795,-1.118000472408993
3929,Lille,AC Ajaccio,1.28,5.29,11.01,4,1,2011-2012,1,0,1648.4852830275734,1654.0290647490492,1481.9858530576093,1476.4420713361335,2,-4,2,7,3,-2.332,166.499429969964,56,32,24,1.9840985939756728,-0.15890565514540497,2.0751621015458017
3930,Lorient,Montpellier,3.52,3.16,2.14,2,1,2011-2012,1,0,1471.2993227530962,1485.4418023742105,1624.4240241063437,1610.2815444852295,-3,2,1,-5,3,1.1440000000000001,-153.12470135324747,32,66,-34,-2.752454106811668,0.6196657957727076,-0.40252146186123466
3931,Nancy,Bordeaux,2.53,2.96,2.98,2,2,2011-2012,0,0,1528.4011640093222,1529.019112638766,1549.8982893288696,1549.2803406994258,3,-2,-1,2,-2,0.798,-21.497125319547422,39,41,-2,-0.05528287698269511,1.0887298521865862,-0.2912833890263978
3932,Sochaux,Dijon,2.01,3.26,3.79,1,0,2011-2012,1,0,1481.5349538693852,1491.60576756627,1483.9953148195405,1473.9245011226556,1,-1,0,3,1,0.5000000000000009,-2.460360950155291,30,28,2,0.22098757848620135,0.5653668699311278,0.6366806561299488
3933,St Etienne,Brest,1.72,3.32,5.45,2,1,2011-2012,1,0,1532.2558353122613,1541.0279266435246,1489.3775446824911,1480.6054533512279,0,1,-1,0,-1,-0.73,42.87829062977016,47,32,15,1.214508207366845,-0.7711177615526998,-0.132216613479588
3934,Valenciennes,Thonon-Evian,1.94,3.11,4.3,0,3,2011-2012,0,1,1516.726554919064,1506.6362227447964,1513.5880083639502,1523.6783405382178,0,0,0,-2,-1,0.278,3.1385465551138623,37,33,4,0.3189140518254489,-0.5588516791672844,-0.44532309511525126
3935,Marseille,Montpellier,2.87,3.16,2.47,1,3,2011-2012,0,1,1569.3701571533093,1560.697234126956,1615.7511010799903,1624.4240241063437,-3,0,3,-4,5,0.6820000000000004,-46.380943926681084,40,63,-23,-1.910979072189403,-0.1678283335816378,0.5176661980018648
3936,Paris SG,Marseille,1.77,3.47,4.68,2,1,2011-2012,1,0,1622.3937497414402,1631.125797886613,1578.1022052984822,1569.3701571533093,2,1,-3,8,0,-0.22399999999999975,44.29154444295796,60,40,20,1.7300008723546332,0.8213052910195089,1.046919745487514
3937,Caen,Bordeaux,2.9,3.09,2.5,1,0,2011-2012,1,0,1462.340079319597,1475.1511716550467,1562.7093816643194,1549.8982893288696,-1,0,1,-4,2,1.1479999999999997,-100.36930234472243,30,41,-11,-0.9255824232804126,-0.433831697448533,-0.12514473616415384
3938,Nice,Lorient,2.18,3.07,3.5,2,0,2011-2012,1,0,1486.4792664049953,1496.3257697089448,1481.1458260570457,1471.2993227530962,1,0,-1,3,1,0.8500000000000001,5.33344034794959,31,32,-1,-0.00957666168125197,0.8090529393349547,0.5166315196058943
3939,Lyon,Auxerre,1.49,4.01,6.85,2,1,2011-2012,1,0,1602.802915375221,1609.5576029293206,1485.8201384266386,1479.0654508725388,2,-1,-1,1,-1,-2.6379999999999995,116.98277694858234,47,27,20,1.6448781198928204,-0.6840583850797674,0.08511780763160635
3940,AC Ajaccio,St Etienne,2.79,3.11,2.57,1,1,2011-2012,0,0,1480.4632513265701,1481.9858530576093,1533.7784370433005,1532.2558353122613,0,3,-3,0,-2,3.7319999999999993,-53.31518571673041,31,46,-15,-1.126197291298479,1.3156936651044968,-0.919511929160463
3941,Brest,Lille,5.08,3.37,1.75,3,1,2011-2012,1,0,1474.4169250280509,1489.3775446824911,1663.4459026820136,1648.4852830275734,-3,0,3,-10,2,1.7440000000000002,-189.02897765396278,29,56,-27,-2.28465434199435,-0.973028454106074,-0.9724340534634274
3942,Dijon,Nancy,2.29,3.10,3.25,0,2,2011-2012,0,1,1493.2514123482968,1483.9953148195405,1519.145066480566,1528.4011640093222,-2,1,1,0,3,1.1440000000000001,-25.89365413226915,28,36,-8,-0.6519270276718158,0.07997108962978657,0.6190248402544939
3943,Montpellier,Sochaux,1.42,4.22,8.01,2,1,2011-2012,1,0,1609.0971231040935,1615.7511010799903,1488.188931845282,1481.5349538693852,0,0,0,-3,-4,-2.072,120.90819125881148,60,30,30,2.3722146638472292,-2.172602098757942,-0.9283240317743519
3944,Thonon-Evian,Rennes,2.48,3.10,2.94,1,3,2011-2012,0,1,1523.050520502215,1513.5880083639502,1541.7427756036677,1551.2052877419326,2,-2,0,3,2,0.9720000000000004,-18.6922551014527,33,42,-9,-0.6403015802879838,1.2689363863555205,0.742107780856368
3945,Valenciennes,Toulouse,2.47,3.03,3.0,2,0,2011-2012,1,0,1504.9535755741042,1516.726554919064,1567.2110933386664,1555.4381139937066,-2,0,2,-2,6,-0.2679999999999998,-62.25751776456218,34,47,-13,-1.0968326816454719,-0.32947857701259015,1.081171132965845
