,Equipe_D,Equipe_E,Cote_D,Cote_N,Cote_E,Score_D,Score_E,Saison,Winner_D,Winner_E,Elo_D_Before,Elo_D,Elo_E_Before,Elo_E,Diff_Victoire,Diff_Nul,Diff_Defaite,Diff_But,Diff_Encaisse,Diff_Moyenne_cote,Diff_Elo_Before,Points_a,Points_b,Diff_Points,PCA1,PCA2,PCA3
3946,Rennes,Lyon,2.36,3.12,3.09,1,1,2011-2012,0,0,1539.9005519116222,1541.7427756036677,1604.6451390672664,1602.802915375221,-2,1,1,-5,-4,0.09200000000000008,-64.74458715564424,41,46,-5,-0.41055793060598345,-0.5527887109892341,-1.6360665699679033
3947,Caen,AC Ajaccio,1.91,3.28,4.19,0,0,2011-2012,0,0,1461.7871900378304,1462.340079319597,1481.0161406083366,1480.4632513265701,-2,0,2,-4,1,-2.2760000000000007,-19.228950570506186,29,30,-1,-0.1271252633568436,-1.0599422781316354,-0.20933417487052197
3948,Lille,Toulouse,1.69,3.44,5.39,2,1,2011-2012,1,0,1655.7305886691472,1663.4459026820136,1574.9264073515328,1567.2110933386664,-2,1,1,5,4,-0.7019999999999995,80.8041813176144,53,47,6,0.5106613490098605,0.20423771518622652,1.6475989700036766
3949,Nancy,Paris SG,3.83,3.26,2.0,2,1,2011-2012,1,0,1505.558125912916,1519.145066480566,1635.98069030909,1622.3937497414402,1,-2,1,-8,-6,1.678,-130.42256439617404,33,60,-27,-2.1315982876954225,0.6258003882851074,-2.714110848405739
3950,Auxerre,Valenciennes,2.27,3.06,3.32,2,0,2011-2012,1,0,1474.630987769977,1485.8201384266386,1516.1427262307657,1504.9535755741042,-2,2,0,-2,-1,2.0239999999999996,-41.51173846078859,24,34,-10,-0.795148849562931,0.17398902625230375,-0.6801785259403347
3951,Bordeaux,Dijon,1.63,3.55,5.77,1,1,2011-2012,0,0,1564.797576849544,1562.7093816643194,1491.1632171630722,1493.2514123482968,-1,1,0,-2,-1,-1.0740000000000007,73.63435968647173,40,27,13,1.020096782350687,-1.2033015164962564,-0.35384549721172304
3952,Lorient,Thonon-Evian,1.93,3.24,4.12,0,1,2011-2012,0,1,1490.477905582013,1481.1458260570457,1513.7184409772478,1523.050520502215,-2,2,0,-4,1,-0.13600000000000012,-23.24053539523493,32,30,2,0.10146079452731512,-1.1995007073260204,-0.29222186574317627
3953,Sochaux,Brest,1.92,3.16,4.33,2,1,2011-2012,1,0,1477.9987510383783,1488.188931845282,1484.6071058349546,1474.4169250280509,1,0,-1,5,2,1.1820000000000004,-6.60835479657635,27,29,-2,-0.07092965626596977,1.2170387454368485,0.9881987845184468
3954,St Etienne,Nice,1.97,3.21,4.03,2,3,2011-2012,0,1,1545.8036536209531,1533.7784370433005,1474.4540498273427,1486.4792664049953,-1,-1,2,-3,0,-0.1900000000000004,71.34960379361041,46,28,18,1.367736200803598,-1.9717909763349593,0.013771328551284706
3955,Paris SG,Bordeaux,1.64,3.60,5.61,1,1,2011-2012,0,0,1638.1190819608807,1635.98069030909,1562.6591851977532,1564.797576849544,0,2,-2,9,6,-0.5240000000000005,75.45989676312752,59,39,20,1.6636935193480333,0.28576105724849216,2.634724829467002
3956,Dijon,Caen,2.22,3.16,3.34,2,0,2011-2012,1,0,1481.449481375781,1491.1632171630722,1471.5009258251216,1461.7871900378304,1,-1,0,4,-1,0.34599999999999875,9.948555550659421,24,29,-5,-0.28616939732137675,1.4373715783215937,0.16929209243201268
3957,Toulouse,Auxerre,1.62,3.56,5.95,1,0,2011-2012,1,0,1567.3279039004303,1574.9264073515328,1482.2294912210796,1474.630987769977,4,-2,-2,4,-6,-1.3900000000000006,85.09841267935076,44,24,20,1.752578551746817,0.6212508712481143,-0.765248645537206
3958,Valenciennes,Rennes,2.83,3.08,2.58,1,0,2011-2012,1,0,1504.8147191213998,1516.1427262307657,1551.228559020988,1539.9005519116222,0,0,0,1,1,1.3399999999999994,-46.41383989958831,31,41,-10,-0.7535226908003146,0.8221459813084829,0.20154981690685225
3959,AC Ajaccio,Lorient,2.7,3.06,2.73,1,1,2011-2012,0,0,1480.7272602286214,1481.0161406083366,1490.7667859617281,1490.477905582013,1,1,-2,0,-4,2.604,-10.039525733106757,29,31,-2,-0.08494160731003615,0.6896145542834604,-1.1155115603481136
3960,Brest,Nancy,2.34,2.89,3.39,0,1,2011-2012,0,1,1494.5780614279793,1484.6071058349546,1495.5871703198914,1505.558125912916,-1,1,0,-2,-2,0.4079999999999999,-1.009108891912092,29,30,-1,-0.0671383962183198,-0.21638666968896894,-0.7835952634799132
3961,Lyon,Sochaux,1.38,4.48,8.46,2,1,2011-2012,1,0,1597.785628558995,1604.6451390672664,1484.8582615466496,1477.9987510383783,0,0,0,1,2,-1.5500000000000003,112.92736701234548,43,27,16,1.2756263437848134,-0.9285709846615967,0.7918247078303062
3962,Montpellier,St Etienne,1.73,3.40,5.12,1,0,2011-2012,1,0,1600.4112109415364,1609.0971231040935,1554.4895657835102,1545.8036536209531,0,1,-1,1,-2,0.08800000000000008,45.921645158026195,57,46,11,0.9233721356314367,-0.21108103691998947,-0.2998439308915112
3963,Nice,Marseille,3.24,3.08,2.33,1,1,2011-2012,0,0,1471.3958479582323,1474.4540498273427,1581.1604071675927,1578.1022052984822,2,1,-3,3,0,1.4120000000000004,-109.76455920936041,27,39,-12,-0.8404910754748431,1.8007195649536498,-0.01659168514555961
3964,Thonon-Evian,Lille,3.64,3.19,2.08,0,3,2011-2012,0,1,1520.1641953743344,1513.7184409772478,1649.2848342720606,1655.7305886691472,2,-2,0,1,-2,1.0379999999999998,-129.12063889772617,30,50,-20,-1.4823323776829975,1.9236296067094598,-0.625184127482675
3965,Lille,Valenciennes,1.59,3.63,6.07,4,0,2011-2012,1,0,1642.9039797445503,1649.2848342720606,1511.19557364891,1504.8147191213998,0,0,0,0,1,-0.6320000000000001,131.70840609564016,47,31,16,1.2654816631134382,-1.0767882708580194,0.44442621198039967
3966,Rennes,Toulouse,2.01,3.14,3.97,0,1,2011-2012,0,1,1561.3476804456873,1551.228559020988,1557.2087824757311,1567.3279039004303,-1,1,0,-2,4,-0.5700000000000003,4.138897969956133,41,41,0,-0.04640794407830636,-0.8153773952042203,0.6576901819254806
3967,Sochaux,Nice,2.28,3.10,3.26,2,0,2011-2012,1,0,1474.6586294636074,1484.8582615466496,1481.5954800412744,1471.3958479582323,-1,0,1,0,1,0.6519999999999997,-6.9368505776669735,24,27,-3,-0.23168550648023165,0.02234325260789319,0.23165568162166178
3968,St Etienne,Lyon,2.64,3.13,2.71,0,1,2011-2012,0,1,1563.779366509137,1554.4895657835102,1588.4958278333684,1597.785628558995,2,0,-2,3,-5,0.1519999999999997,-24.71646132423143,46,40,6,0.614711306073224,1.0455211731761413,-0.8838512576884375
3969,Auxerre,Thonon-Evian,2.2,3.18,3.36,0,2,2011-2012,0,1,1491.6823393418638,1482.2294912210796,1510.7113472535502,1520.1641953743344,-3,3,0,-6,0,1.5299999999999994,-19.02900791168645,24,27,-3,-0.32404730580391805,-1.3316330511710295,-0.8495149680153621
3970,Bordeaux,AC Ajaccio,1.45,3.94,7.99,1,1,2011-2012,0,0,1565.1075537932677,1562.6591851977532,1478.278891633107,1480.7272602286214,1,-1,0,5,-1,-3.374,86.82866216016077,38,28,10,0.9189360283782788,0.7457437849267595,0.461876612435889
3971,Caen,Paris SG,4.17,3.38,1.88,2,2,2011-2012,0,0,1466.8291115916948,1471.5009258251216,1642.7908961943076,1638.1190819608807,-1,-1,2,-8,-1,1.488,-175.96178460261285,28,58,-30,-2.43575787576208,0.15812225676651345,-1.5309458847386308
3972,Lorient,Brest,1.88,3.11,4.69,2,1,2011-2012,1,0,1480.0409379606094,1490.7667859617281,1505.303909429098,1494.5780614279793,-1,-2,3,1,7,0.7480000000000002,-25.26297146848856,28,29,-1,-0.13566174988083476,-0.5508348074966367,1.9845061437644993
3973,Marseille,Dijon,1.44,4.14,7.67,1,2,2011-2012,0,1,1594.6535626116959,1581.1604071675927,1467.9563259316778,1481.449481375781,-1,-1,2,-6,0,-1.6579999999999995,126.69723668001802,39,21,18,1.3338215767423105,-2.6019618831660423,-0.3703981886225307
3974,Nancy,Montpellier,3.24,3.15,2.26,1,0,2011-2012,1,0,1481.95870998704,1495.5871703198914,1614.0396712743877,1600.4112109415364,-2,-1,3,-7,4,1.3600000000000003,-132.0809612873477,27,57,-30,-2.4853938793658443,-0.21080578403727052,-0.15615416515687877
3975,Montpellier,Caen,1.51,3.78,7.06,3,0,2011-2012,1,0,1607.7307419759554,1614.0396712743877,1473.138040890127,1466.8291115916948,1,0,-1,2,-2,-1.3640000000000003,134.59270108582837,54,28,26,2.120519676471853,-0.8738364420767957,0.05074441830800178
3976,Dijon,Paris SG,4.68,3.47,1.77,1,2,2011-2012,0,1,1473.5669254671366,1467.9563259316778,1637.1802966588489,1642.7908961943076,-1,-1,2,-6,-2,1.2740000000000002,-163.6133711917123,21,55,-34,-2.7053975695102626,0.9611775500313613,-1.5929568133268306
3977,Rennes,Auxerre,1.62,3.55,6.09,1,1,2011-2012,0,0,1563.4419157424513,1561.3476804456873,1489.5881040450997,1491.6823393418638,2,-2,0,0,0,-1.572,73.8538116973516,40,23,17,1.3745447487948805,-0.8742600902307085,0.25466847158944117
3978,Lyon,Lille,2.44,3.18,2.92,2,1,2011-2012,1,0,1576.2639189741783,1588.4958278333684,1655.1358886037403,1642.9039797445503,-2,0,2,-2,3,0.49600000000000044,-78.87196962956205,37,47,-10,-0.837066355193182,-0.2676146628785397,0.41746202454200754
3979,Brest,Bordeaux,3.09,2.96,2.47,0,2,2011-2012,0,1,1514.0946024836007,1505.303909429098,1556.316860738765,1565.1075537932677,-2,3,-1,-7,-5,0.726,-42.222258255164206,29,35,-6,-0.5012881731471949,-0.7439350059928749,-2.2833773487570297
3980,Nice,Nancy,2.03,3.11,3.94,1,1,2011-2012,0,0,1481.584386873527,1481.5954800412744,1481.9698031547875,1481.95870998704,1,1,-2,2,-1,0.04000000000000048,-0.3854162812606319,26,26,0,0.08505026183425321,0.777106131413214,-0.16113662058478903
3981,Thonon-Evian,Sochaux,1.83,3.39,4.46,2,3,2011-2012,0,1,1522.4057100787393,1510.7113472535502,1462.9642666384184,1474.6586294636074,3,-1,-2,8,0,0.0779999999999994,59.44144344032088,27,21,6,0.642417337661116,1.7667742456173925,0.9443037160458536
3982,Toulouse,Lorient,1.75,3.24,5.07,1,1,2011-2012,0,0,1559.5203719223468,1557.2087824757311,1477.7293485139937,1480.0409379606094,3,-1,-2,3,-7,-0.3320000000000003,81.79102340835311,40,27,13,1.1903128313709506,0.8553353044825383,-1.2408868237288921
3983,Valenciennes,St Etienne,2.13,3.13,3.58,1,2,2011-2012,0,1,1520.2039225296953,1511.19557364891,1554.7710176283517,1563.779366509137,0,1,-1,-2,-1,0.56,-34.56709509865641,31,43,-12,-0.9213830300717204,0.5468082562220791,-0.7627765882249162
3984,AC Ajaccio,Marseille,4.02,3.31,1.93,1,0,2011-2012,1,0,1464.3506901907417,1478.278891633107,1608.581764054061,1594.6535626116959,1,0,-1,1,2,4.526,-144.23107386331935,25,39,-14,-1.0841446846819893,1.056259026432003,0.37287545585220927
3985,Thonon-Evian,Marseille,3.25,3.13,2.23,2,0,2011-2012,1,0,1509.2780966155672,1522.4057100787393,1621.7093775172332,1608.581764054061,1,0,-1,2,-1,2.8859999999999997,-112.43128090166601,24,39,-15,-1.1045180630768179,1.6556370176626862,-0.2658858502369539
3986,Lorient,Rennes,2.64,3.05,2.77,0,2,2011-2012,0,1,1485.7505315431183,1477.7293485139937,1555.4207327133267,1563.4419157424513,-1,0,1,1,2,0.96,-69.67020117020843,27,37,-10,-0.7737014614369481,0.6073441627955452,0.4913834745159318
3987,Caen,Brest,2.04,3.09,3.96,0,0,2011-2012,0,0,1471.8940851087332,1473.138040890127,1515.3385582649946,1514.0946024836007,1,-1,0,4,3,0.3919999999999999,-43.44447315626144,27,28,-1,-0.018002378806855634,0.802280210914946,1.1908040796480324
3988,Paris SG,AC Ajaccio,1.21,5.89,14.76,4,1,2011-2012,1,0,1631.5207014491566,1637.1802966588489,1470.010285400434,1464.3506901907417,0,1,-1,5,1,-3.02,161.51041604872262,52,25,27,2.2140693656338053,-0.5971779451551091,1.0996933679324856
3989,Bordeaux,Nice,1.62,3.52,5.94,1,2,2011-2012,0,1,1569.1275431611264,1556.316860738765,1468.7737044511655,1481.584386873527,2,-1,-1,6,0,0.4480000000000004,100.35383870996088,35,23,12,1.0648771701405053,0.7895819763966025,0.8540689045191653
3990,Dijon,Montpellier,3.29,3.11,2.28,1,1,2011-2012,0,0,1469.695448050648,1473.5669254671366,1611.6022193924439,1607.7307419759554,-3,0,3,-1,6,1.7439999999999998,-141.90677134179577,20,53,-33,-2.662000617168327,1.0407312527549601,0.9848697171853577
3991,Lille,Auxerre,1.41,4.18,8.43,2,2,2011-2012,0,0,1659.7824445001395,1655.1358886037403,1484.9415481487006,1489.5881040450997,3,-2,-1,7,0,-0.6860000000000008,174.84089635143891,46,22,24,2.026774015017341,0.3185137537842692,1.1640244624926603
3992,Marseille,Toulouse,1.69,3.39,5.47,0,1,2011-2012,0,1,1634.1650983821562,1621.7093775172332,1547.0646510574238,1559.5203719223468,-1,2,-1,1,2,-0.4580000000000002,87.10044732473239,39,37,2,0.1780810366124062,-0.05085687959620528,0.4919843866750355
3993,Nancy,Lyon,3.51,3.18,2.13,2,0,2011-2012,1,0,1468.6216810737976,1481.9698031547875,1589.6120410551682,1576.2639189741783,0,-1,1,-7,-3,1.2880000000000003,-120.9903599813706,23,37,-14,-1.1432139250998714,-0.36059678827326336,-1.7068718712456952
3994,Sochaux,Valenciennes,2.92,3.05,2.51,1,1,2011-2012,0,0,1461.234779578111,1462.9642666384184,1521.9334095900026,1520.2039225296953,-3,1,2,-6,1,2.7260000000000004,-60.69863001189151,20,30,-10,-0.8963966255390557,-1.0919151827371125,-0.5377508970245111
3995,St Etienne,Thonon-Evian,1.69,3.47,5.34,0,2,2011-2012,0,1,1566.74340367288,1554.7710176283517,1497.3057105710388,1509.2780966155672,2,-1,-1,3,-3,-1.0060000000000002,69.4376931018412,43,21,22,1.8397007555933003,-0.22582177884448357,-0.09911787725202327
3996,Rennes,Lille,2.49,3.07,2.94,1,1,2011-2012,0,0,1552.3429026839815,1555.4207327133267,1662.8602745294847,1659.7824445001395,-1,1,0,-5,-1,0.1519999999999997,-110.51737184550325,36,45,-9,-0.7414146718349804,-0.43560960320315545,-1.030649209576813
3997,Brest,Marseille,3.99,3.15,2.0,1,0,2011-2012,1,0,1501.3478146105037,1515.3385582649946,1648.155842036647,1634.1650983821562,-2,0,2,-8,-2,1.5659999999999994,-146.80802742614333,25,39,-14,-1.1896192085295507,-0.8883254552930309,-1.5527213711321328
3998,Toulouse,Sochaux,1.64,3.46,5.86,2,0,2011-2012,1,0,1539.046901790502,1547.0646510574238,1469.2525288450329,1461.234779578111,2,-2,0,4,2,-2.0899999999999994,69.79437294546915,34,20,14,1.1820502502679597,0.03351338910143334,1.1652603564926522
3999,Lyon,Paris SG,2.35,3.15,3.07,4,4,2011-2012,0,0,1588.339495856976,1589.6120410551682,1632.7932466473487,1631.5207014491566,-2,-1,3,-3,3,0.8240000000000001,-44.453750790372624,36,51,-15,-1.2472814121132643,-0.21711063932428215,0.3058108065778556
4000,AC Ajaccio,Dijon,2.42,3.08,3.01,2,1,2011-2012,1,0,1459.4098607477445,1470.010285400434,1480.2958727033376,1469.695448050648,0,1,-1,-4,-1,1.0440000000000005,-20.886011955593176,22,20,2,0.13410390487847446,-0.8316891055331922,-0.7858057018952013
4001,Auxerre,St Etienne,2.87,3.11,2.51,0,0,2011-2012,0,0,1482.4969005546775,1484.9415481487006,1569.1880512669031,1566.74340367288,-4,2,2,-6,3,-0.5599999999999996,-86.69115071222564,21,42,-21,-1.7575698877593973,-0.5552781201805344,-0.2967551271542942
4002,Montpellier,Bordeaux,1.9,3.22,4.35,1,0,2011-2012,1,0,1602.287462782122,1611.6022193924439,1578.4422997714482,1569.1275431611264,0,0,0,-2,-3,-0.42399999999999993,23.845163010673787,50,35,15,1.199567582127788,-1.0870951671239493,-0.7696932032101476
4003,Nice,Caen,2.02,3.16,3.9,1,0,2011-2012,1,0,1458.068842080404,1468.7737044511655,1482.5989474794947,1471.8940851087332,-2,1,1,-5,-1,-0.9500000000000002,-24.530105399090644,20,27,-7,-0.5907551200814705,-0.6748217563543137,-0.9613502487049642
4004,Thonon-Evian,Nancy,2.02,3.17,3.88,2,0,2011-2012,1,0,1487.5708579818906,1497.3057105710388,1478.3565336629458,1468.6216810737976,0,0,0,3,3,1.2859999999999991,9.214324318944819,18,23,-5,-0.35663706293552117,0.7490095288706273,0.9981708115464327
4005,Valenciennes,Lorient,1.88,3.21,4.42,2,0,2011-2012,1,0,1512.427213970013,1521.9334095900026,1495.2567271631078,1485.7505315431183,2,-2,0,0,-3,0.1819999999999995,17.170486806905274,27,27,0,0.07354303997158503,0.49000124513404636,-0.6965937460947594
4006,Caen,Auxerre,2.15,3.17,3.47,2,1,2011-2012,1,0,1471.992049253909,1482.5989474794947,1493.103798780263,1482.4969005546775,1,-1,0,-1,-2,2.4059999999999997,-21.11174952635406,24,21,3,0.25935818960284984,-0.1477633440641085,-0.5237539815116756
4007,Sochaux,Lille,4.83,3.47,1.75,0,1,2011-2012,0,1,1474.4177398185661,1469.2525288450329,1657.6950635559515,1662.8602745294847,-2,1,1,-11,-6,2.686,-183.27732373738536,20,42,-22,-1.815272542636158,-0.6230123065552329,-3.0598701312152046
4008,St Etienne,Lorient,1.83,3.29,4.57,4,2,2011-2012,1,0,1560.8195240297496,1569.1880512669031,1503.6252544002614,1495.2567271631078,3,-4,1,2,-1,0.9140000000000001,57.19426962948819,39,27,12,1.0114455522520671,-0.03819208824444758,0.32181405970197596
4009,Paris SG,Montpellier,1.78,3.39,4.74,2,2,2011-2012,0,0,1633.7220554063458,1632.7932466473487,1601.358654023125,1602.287462782122,0,1,-1,0,-2,-0.17799999999999994,32.36340138322089,50,49,1,0.13350315461014303,0.2359467046960335,-0.575684154978598
4010,Bordeaux,Lyon,2.44,3.11,2.97,1,0,2011-2012,1,0,1567.5319108019694,1578.4422997714482,1599.249884826455,1588.339495856976,2,0,-2,3,-1,0.7560000000000002,-31.717974024485557,32,36,-4,-0.20875492700337786,1.3250329453886152,-0.0656177369075335
4011,St Etienne,Rennes,2.42,3.02,3.1,4,0,2011-2012,1,0,1550.4677499985828,1560.8195240297496,1562.6946767151483,1552.3429026839815,0,-1,1,-1,3,1.306,-12.226926716565458,36,36,0,-0.03146967060099727,-0.5177137211243366,0.6705383708311271
4012,Marseille,Valenciennes,1.59,3.63,6.1,1,1,2011-2012,0,0,1652.0675001150246,1648.155842036647,1508.5155558916356,1512.427213970013,1,1,-2,5,0,-0.6559999999999993,143.551944223389,38,26,12,1.0553552268073236,0.5675232806394006,0.6125073707964812
4013,AC Ajaccio,Brest,2.41,2.95,3.21,0,0,2011-2012,0,0,1458.136436284275,1459.4098607477445,1502.6212390739731,1501.3478146105037,2,-1,-1,5,3,1.7600000000000016,-44.48480278969805,21,24,-3,-0.1558609324703145,1.2563881305100735,1.2462673917392655
4014,Caen,Thonon-Evian,2.05,3.14,3.69,2,2,2011-2012,0,0,1471.516647397401,1471.992049253909,1488.0462598383988,1487.5708579818906,0,0,0,-4,-4,-0.8919999999999995,-16.52961244099788,23,17,6,0.4847636659430626,-0.830210854150758,-1.3943444594955132
4015,Dijon,Nice,2.4,3.05,3.1,3,0,2011-2012,1,0,1470.3638859030086,1480.2958727033376,1468.000828880733,1458.068842080404,1,-1,0,3,2,0.04600000000000026,2.3630570222755978,17,20,-3,-0.1750930442077549,0.8138337757649159,0.7945456194961671
4016,Lorient,Lille,3.23,3.14,2.27,0,1,2011-2012,0,1,1509.7561958222886,1503.6252544002614,1651.5641221339242,1657.6950635559515,-1,2,-1,-6,-5,0.984,-141.80792631163558,27,39,-12,-0.9474387890850144,-0.05370034448699925,-2.2248296908483547
4017,Nancy,Toulouse,2.33,3.01,3.28,0,3,2011-2012,0,1,1487.1205750218191,1478.3565336629458,1530.2828604316287,1539.046901790502,0,1,-1,4,1,0.612000000000001,-43.162285409809556,23,31,-8,-0.5445825086471713,1.4202034950165352,0.5036549196372528
4018,Sochaux,Auxerre,2.49,3.10,2.92,0,0,2011-2012,0,0,1473.8477172620978,1474.4177398185661,1493.6738213367314,1493.103798780263,0,-1,1,-4,-3,3.1580000000000013,-19.826104074633577,19,20,-1,-0.10180394535328671,-0.5996362774206672,-1.1203713986399315
4019,Toulouse,St Etienne,2.11,3.04,3.81,0,1,2011-2012,0,1,1540.2772138387024,1530.2828604316287,1540.473396591509,1550.4677499985828,-2,2,0,-2,1,0.4359999999999995,-0.1961827528066351,31,33,-2,-0.18403236486560914,-0.5058064215126415,-0.10253848842872931
4020,Nice,Paris SG,4.21,3.21,1.93,0,0,2011-2012,0,0,1463.35017475072,1468.000828880733,1638.3727095363588,1633.7220554063458,-3,1,2,-1,5,2.1399999999999997,-175.02253478563875,19,49,-30,-2.4160442198633025,0.9785978985642793,0.7160452916610613
4021,Lille,Bordeaux,1.66,3.49,5.62,4,5,2011-2012,0,1,1664.6328918465465,1651.5641221339242,1554.4631410893471,1567.5319108019694,-1,1,0,4,4,-0.040000000000000036,110.16975075719938,39,29,10,0.8146072253673474,-0.1648300741438576,1.5416179553483504
4022,Brest,Dijon,1.94,3.08,4.35,1,1,2011-2012,0,0,1503.6030235417745,1502.6212390739731,1469.3821014352072,1470.3638859030086,1,0,-1,-6,-8,-0.21600000000000064,34.220922106567286,23,16,7,0.5832644304247881,-0.852338593257401,-2.6266833427387803
4023,Rennes,Sochaux,1.42,4.14,8.4,1,0,2011-2012,1,0,1554.7650652468624,1562.6946767151483,1481.7773287303837,1473.8477172620978,2,0,-2,3,-3,-2.6559999999999997,72.98773651647866,33,19,14,1.2340006439866882,0.39215855951717926,-0.32420658123231666
4024,Auxerre,Lorient,2.35,3.09,3.15,1,1,2011-2012,0,0,1493.1830784800593,1493.6738213367314,1510.2469386789608,1509.7561958222886,1,-2,1,2,3,-0.73,-17.063860198901466,19,26,-7,-0.5107935450544475,0.729733667668514,0.9218184432070095
4025,Lyon,Caen,1.38,4.44,8.49,1,2,2011-2012,0,1,1613.4645329450884,1599.249884826455,1457.3019992787674,1471.516647397401,2,0,-2,6,-1,-1.5459999999999998,156.162533666321,36,20,16,1.4045511191702782,0.7130386267386911,0.5650990667936566
4026,Montpellier,AC Ajaccio,1.33,4.73,9.76,3,0,2011-2012,1,0,1594.9448957873615,1601.358654023125,1464.5501945200385,1458.136436284275,-1,0,1,-2,2,-2.62,130.39470126732294,46,21,25,1.9262702695090579,-2.2937998864817124,0.6048341612358201
4027,Valenciennes,Nancy,1.83,3.18,4.9,1,0,2011-2012,1,0,1498.558158833291,1508.5155558916356,1497.0779720801638,1487.1205750218191,0,-2,2,-3,0,-0.5280000000000005,1.4801867531271,23,23,0,-0.021486302937397103,-0.6949940066379691,-0.23860442551447783
4028,Marseille,Lyon,2.06,3.22,3.68,2,2,2011-2012,0,0,1653.2406896609305,1652.0675001150246,1612.2913433991826,1613.4645329450884,1,1,-2,3,-1,-0.2919999999999998,40.949346261747905,37,35,2,0.2572708943984652,0.8725736182086093,-0.014979434373282528
4029,Bordeaux,Toulouse,2.07,3.08,3.85,2,0,2011-2012,1,0,1544.2855970245064,1554.4631410893471,1550.4547579035432,1540.2772138387024,0,0,0,-2,-3,-0.11799999999999988,-6.169160879036781,26,31,-5,-0.3566182960987464,0.23012197421207636,-1.0673355148983394
4030,AC Ajaccio,Nice,2.85,3.00,2.61,1,1,2011-2012,0,0,1464.5868433792814,1464.5501945200385,1463.3135258914772,1463.35017475072,3,0,-3,2,-4,1.1100000000000003,1.2733174878042064,20,18,2,0.28443186984745833,1.1072476489999024,-0.8662279723544084
